"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479558193501E9,"2026-06-03 18:39:18.194 UTC+09:00"
"PAUSE",1.419600387499668E1,1.780479572389236E9,"2026-06-03 18:39:32.389 UTC+09:00"
