"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.895416707E-3,-2.429281616E1,-1.749282837E1,-2.729870605E1
1.693941670E-2,-2.434967804E1,-1.752621460E1,-2.724328613E1
2.698441671E-2,-2.438739777E1,-1.761581421E1,-2.715734863E1
3.702841670E-2,-2.445233917E1,-1.756890869E1,-2.716662598E1
4.707241670E-2,-2.456599426E1,-1.749276733E1,-2.710174561E1
5.711741670E-2,-2.440734100E1,-1.749337769E1,-2.714453125E1
6.716141669E-2,-2.440734100E1,-1.749337769E1,-2.714453125E1
7.720541669E-2,-2.447512054E1,-1.757696533E1,-2.720379639E1
8.725041669E-2,-2.445179749E1,-1.771170044E1,-2.725982666E1
9.729441669E-2,-2.450358582E1,-1.770144653E1,-2.754278564E1
1.073384167E-1,-2.457411194E1,-1.773223877E1,-2.736926270E1
1.173834167E-1,-2.477133942E1,-1.768087769E1,-2.723260498E1
1.274274167E-1,-2.472933960E1,-1.749588013E1,-2.726916504E1
1.374714167E-1,-2.478123474E1,-1.750198364E1,-2.723706055E1
1.475164167E-1,-2.480345917E1,-1.749136353E1,-2.734649658E1
1.575604167E-1,-2.482351685E1,-1.742779541E1,-2.701831055E1
1.676044167E-1,-2.502878571E1,-1.720281982E1,-2.703234863E1
1.776494167E-1,-2.502453613E1,-1.725717163E1,-2.697613525E1
1.876934167E-1,-2.497699738E1,-1.732830811E1,-2.704241943E1
1.977374167E-1,-2.495230865E1,-1.721130371E1,-2.691564941E1
2.077824167E-1,-2.489873505E1,-1.712820435E1,-2.695501709E1
2.178264167E-1,-2.517520905E1,-1.719213867E1,-2.692504883E1
2.278704167E-1,-2.530410767E1,-1.716265869E1,-2.689135742E1
2.379154167E-1,-2.543517303E1,-1.704385376E1,-2.685925293E1
2.479594167E-1,-2.553263855E1,-1.700790405E1,-2.681457520E1
2.580044167E-1,-2.550755310E1,-1.701745605E1,-2.674798584E1
2.680484167E-1,-2.551241302E1,-1.706286621E1,-2.684045410E1
2.780924167E-1,-2.571811676E1,-1.709729004E1,-2.686041260E1
2.881374167E-1,-2.563101196E1,-1.693554688E1,-2.659863281E1
2.981814167E-1,-2.554782104E1,-1.684692383E1,-2.673632812E1
3.082254167E-1,-2.550671387E1,-1.686868286E1,-2.668493652E1
3.182704167E-1,-2.548094177E1,-1.688842773E1,-2.674505615E1
3.283144167E-1,-2.547111511E1,-1.695272827E1,-2.665203857E1
3.383584167E-1,-2.559347534E1,-1.711605835E1,-2.659887695E1
3.484034167E-1,-2.565049744E1,-1.699603271E1,-2.666754150E1
3.584474167E-1,-2.561474609E1,-1.698770142E1,-2.662335205E1
3.684914167E-1,-2.566484833E1,-1.695269775E1,-2.645153809E1
3.785364167E-1,-2.584383392E1,-1.691760254E1,-2.636053467E1
3.885804167E-1,-2.591514587E1,-1.685351562E1,-2.627624512E1
3.986244167E-1,-2.584295654E1,-1.701181030E1,-2.633410645E1
4.086694167E-1,-2.572678375E1,-1.695971680E1,-2.635882568E1
4.187134167E-1,-2.569470215E1,-1.709622192E1,-2.619750977E1
4.287574167E-1,-2.578144836E1,-1.694738770E1,-2.605523682E1
4.388024167E-1,-2.591485596E1,-1.691207886E1,-2.607617188E1
4.488464167E-1,-2.603581238E1,-1.693408203E1,-2.624151611E1
4.588904167E-1,-2.587213135E1,-1.710394287E1,-2.623315430E1
4.689354167E-1,-2.588922882E1,-1.710217285E1,-2.606372070E1
4.789794167E-1,-2.599286652E1,-1.701184082E1,-2.597845459E1
4.890234167E-1,-2.606977844E1,-1.691891479E1,-2.607470703E1
4.990684167E-1,-2.620565796E1,-1.700393677E1,-2.584570312E1
5.091124167E-1,-2.620199585E1,-1.699099731E1,-2.580450439E1
5.191564167E-1,-2.623740387E1,-1.703378296E1,-2.566320801E1
5.292014167E-1,-2.633465576E1,-1.713375854E1,-2.570745850E1
5.392454167E-1,-2.641423798E1,-1.692761230E1,-2.586309814E1
5.492894167E-1,-2.632565308E1,-1.703329468E1,-2.544464111E1
5.593344167E-1,-2.639765167E1,-1.708456421E1,-2.546801758E1
5.693784167E-1,-2.655232239E1,-1.707302856E1,-2.546990967E1
5.794224167E-1,-2.657509613E1,-1.704837036E1,-2.552526855E1
5.894674167E-1,-2.662415314E1,-1.709808350E1,-2.537548828E1
5.995114167E-1,-2.659295654E1,-1.705355835E1,-2.547906494E1
6.095564167E-1,-2.674678040E1,-1.704791260E1,-2.521911621E1
6.196004167E-1,-2.670518494E1,-1.719961548E1,-2.532257080E1
6.296444167E-1,-2.664190674E1,-1.711132812E1,-2.524908447E1
6.396894167E-1,-2.672303772E1,-1.701620483E1,-2.514624023E1
6.497334167E-1,-2.670179749E1,-1.703857422E1,-2.514544678E1
6.597774167E-1,-2.662662506E1,-1.708117676E1,-2.520507812E1
6.698224167E-1,-2.671018982E1,-1.699093628E1,-2.512445068E1
6.798664167E-1,-2.671648407E1,-1.700787354E1,-2.492926025E1
6.899104167E-1,-2.680681610E1,-1.703768921E1,-2.509075928E1
6.999554167E-1,-2.693747711E1,-1.707266235E1,-2.504620361E1
7.099994167E-1,-2.699135590E1,-1.705169678E1,-2.511431885E1
7.200434167E-1,-2.709973145E1,-1.719683838E1,-2.499060059E1
7.300884167E-1,-2.714139557E1,-1.709185791E1,-2.483056641E1
7.401324167E-1,-2.711816406E1,-1.726763916E1,-2.480639648E1
7.501764167E-1,-2.711834717E1,-1.716180420E1,-2.465997314E1
7.602214167E-1,-2.704772949E1,-1.716314697E1,-2.474981689E1
7.702654167E-1,-2.719719696E1,-1.718527222E1,-2.447729492E1
7.803094167E-1,-2.716778564E1,-1.710284424E1,-2.460729980E1
7.903544167E-1,-2.702835083E1,-1.712335205E1,-2.471350098E1
8.003984167E-1,-2.702835083E1,-1.712335205E1,-2.471350098E1
8.104424167E-1,-2.705503845E1,-1.704000854E1,-2.471466064E1
8.204874167E-1,-2.704729462E1,-1.697375488E1,-2.471398926E1
8.305314167E-1,-2.705444336E1,-1.695751953E1,-2.475946045E1
8.405754167E-1,-2.712604523E1,-1.708529663E1,-2.470062256E1
8.506204167E-1,-2.719170380E1,-1.699359131E1,-2.469683838E1
8.606644167E-1,-2.720219421E1,-1.687802124E1,-2.490716553E1
8.707084167E-1,-2.719457245E1,-1.692807007E1,-2.485351562E1
8.807534167E-1,-2.718378448E1,-1.689532471E1,-2.477813721E1
8.907974167E-1,-2.714387512E1,-1.697607422E1,-2.468475342E1
9.008424167E-1,-2.715878296E1,-1.693762207E1,-2.471472168E1
9.108864167E-1,-2.709658051E1,-1.682369995E1,-2.491943359E1
9.209304167E-1,-2.698627472E1,-1.677825928E1,-2.490997314E1
9.309754167E-1,-2.708276367E1,-1.683544922E1,-2.471606445E1
9.410194167E-1,-2.693505096E1,-1.679147339E1,-2.455694580E1
9.510634167E-1,-2.696219635E1,-1.681011963E1,-2.460809326E1
9.611084167E-1,-2.693447113E1,-1.688012695E1,-2.455993652E1
9.711524167E-1,-2.708020782E1,-1.675912476E1,-2.447332764E1
9.811964167E-1,-2.706348419E1,-1.676461792E1,-2.452435303E1
9.912414167E-1,-2.699004364E1,-1.662866211E1,-2.463916016E1
1.001285417E0,-2.697417450E1,-1.656851196E1,-2.465826416E1
1.011329417E0,-2.700843048E1,-1.651367188E1,-2.475067139E1
1.021374417E0,-2.703827667E1,-1.649426270E1,-2.464947510E1
1.031418417E0,-2.694912720E1,-1.651934814E1,-2.482446289E1
1.041462417E0,-2.706036377E1,-1.640155029E1,-2.478204346E1
1.051507417E0,-2.704338074E1,-1.636877441E1,-2.473016357E1
1.061551417E0,-2.700731659E1,-1.619955444E1,-2.468420410E1
1.071595417E0,-2.712408447E1,-1.597738647E1,-2.478765869E1
1.081640417E0,-2.717459106E1,-1.595205688E1,-2.470458984E1
1.091684417E0,-2.727802277E1,-1.584677124E1,-2.454266357E1
1.101728417E0,-2.724182892E1,-1.595986938E1,-2.457763672E1
1.111773417E0,-2.722502899E1,-1.580957031E1,-2.484075928E1
1.121817417E0,-2.713671875E1,-1.583483887E1,-2.489453125E1
1.131861417E0,-2.713726807E1,-1.572116089E1,-2.495935059E1
1.141906417E0,-2.703857422E1,-1.560092163E1,-2.518695068E1
1.151950417E0,-2.690982819E1,-1.552655029E1,-2.516571045E1
1.161994417E0,-2.692290497E1,-1.553717041E1,-2.539703369E1
1.172039417E0,-2.667362213E1,-1.527084351E1,-2.535595703E1
1.182083417E0,-2.661279297E1,-1.538070679E1,-2.545635986E1
1.192127417E0,-2.668115997E1,-1.528796387E1,-2.565802002E1
1.202172417E0,-2.663003540E1,-1.521374512E1,-2.553942871E1
1.212216417E0,-2.659559631E1,-1.516543579E1,-2.535650635E1
1.222260417E0,-2.665966034E1,-1.519085693E1,-2.539263916E1
1.232305417E0,-2.661436462E1,-1.512490845E1,-2.545202637E1
1.242349417E0,-2.662381744E1,-1.502047729E1,-2.578839111E1
1.252394417E0,-2.643449402E1,-1.498663330E1,-2.562463379E1
1.262438125E0,-2.626967621E1,-1.497738647E1,-2.597418213E1
1.272482125E0,-2.620124817E1,-1.483383179E1,-2.610992432E1
1.282527125E0,-2.613333893E1,-1.477316284E1,-2.632592773E1
1.292571125E0,-2.600041199E1,-1.474224854E1,-2.628808594E1
1.302615125E0,-2.579500580E1,-1.482290649E1,-2.637268066E1
1.312660125E0,-2.565892029E1,-1.469656372E1,-2.633489990E1
1.322704125E0,-2.567112732E1,-1.468524170E1,-2.657904053E1
1.332748125E0,-2.570446777E1,-1.477841187E1,-2.660882568E1
1.342793125E0,-2.575888062E1,-1.484686279E1,-2.667218018E1
1.352837125E0,-2.560446167E1,-1.487329102E1,-2.683276367E1
1.362881125E0,-2.555288696E1,-1.469302368E1,-2.668188477E1
1.372926125E0,-2.568404388E1,-1.467749023E1,-2.654211426E1
1.382970125E0,-2.577913666E1,-1.452886963E1,-2.649725342E1
1.393014125E0,-2.578816986E1,-1.442749023E1,-2.641223145E1
1.403059125E0,-2.584858704E1,-1.439654541E1,-2.623663330E1
1.413103125E0,-2.589118958E1,-1.446316528E1,-2.625305176E1
1.423147125E0,-2.589891815E1,-1.428247070E1,-2.619262695E1
1.433192125E0,-2.586307526E1,-1.435607910E1,-2.624670410E1
1.443236125E0,-2.610407257E1,-1.417968750E1,-2.622082520E1
1.453280125E0,-2.619095612E1,-1.407147217E1,-2.602880859E1
1.463325125E0,-2.632620239E1,-1.412106323E1,-2.594848633E1
1.473369125E0,-2.616062927E1,-1.406973267E1,-2.606219482E1
1.483413125E0,-2.627149200E1,-1.407281494E1,-2.608221436E1
1.493458125E0,-2.618250275E1,-1.401760864E1,-2.601617432E1
1.503502125E0,-2.635158539E1,-1.401257324E1,-2.583691406E1
1.513547125E0,-2.632154846E1,-1.391210938E1,-2.584863281E1
1.523591125E0,-2.633052063E1,-1.394015503E1,-2.599371338E1
1.533635125E0,-2.633052063E1,-1.394015503E1,-2.599371338E1
1.543680125E0,-2.635048676E1,-1.386727905E1,-2.592260742E1
1.553724125E0,-2.637270355E1,-1.368963623E1,-2.595886230E1
1.563768125E0,-2.647908783E1,-1.352975464E1,-2.608209229E1
1.573813125E0,-2.650425720E1,-1.363323975E1,-2.601806641E1
1.583857125E0,-2.655635834E1,-1.355380249E1,-2.596472168E1
1.593901125E0,-2.669698334E1,-1.346948242E1,-2.600793457E1
1.603946125E0,-2.665288544E1,-1.331793213E1,-2.599804688E1
1.613990125E0,-2.668449402E1,-1.315872192E1,-2.584368896E1
1.624034125E0,-2.676934052E1,-1.330715942E1,-2.600421143E1
1.634079125E0,-2.677157593E1,-1.335754395E1,-2.594305420E1
1.644123125E0,-2.683003998E1,-1.321804810E1,-2.583764648E1
1.654167125E0,-2.674506378E1,-1.313211060E1,-2.562591553E1
1.664212125E0,-2.696148682E1,-1.301498413E1,-2.562438965E1
1.674256125E0,-2.702944183E1,-1.301907349E1,-2.587292480E1
1.684300125E0,-2.711821747E1,-1.293295288E1,-2.577929688E1
1.694345125E0,-2.700904083E1,-1.292596436E1,-2.550860596E1
1.704389125E0,-2.701249695E1,-1.288888550E1,-2.532501221E1
1.714433125E0,-2.714709473E1,-1.292004395E1,-2.546502686E1
1.724478125E0,-2.731753540E1,-1.286614990E1,-2.537615967E1
1.734522125E0,-2.730800629E1,-1.280487061E1,-2.525671387E1
1.744566125E0,-2.747480774E1,-1.266717529E1,-2.509197998E1
1.754611125E0,-2.747944641E1,-1.273651123E1,-2.506573486E1
1.764655125E0,-2.749617004E1,-1.273452759E1,-2.491314697E1
1.774699125E0,-2.749134827E1,-1.265536499E1,-2.467413330E1
1.784744125E0,-2.765649414E1,-1.271670532E1,-2.474664307E1
1.794788125E0,-2.765834808E1,-1.263525391E1,-2.498468018E1
1.804833125E0,-2.762525940E1,-1.259561157E1,-2.494458008E1
1.814877125E0,-2.764268494E1,-1.256280518E1,-2.481713867E1
1.824921125E0,-2.764450073E1,-1.267639160E1,-2.501757812E1
1.834966125E0,-2.757996368E1,-1.277185059E1,-2.501782227E1
1.845010125E0,-2.773787689E1,-1.277792358E1,-2.481060791E1
1.855054125E0,-2.766194916E1,-1.284909058E1,-2.445703125E1
1.865099125E0,-2.779325104E1,-1.278613281E1,-2.450897217E1
1.875143125E0,-2.769433594E1,-1.298376465E1,-2.444152832E1
1.885187125E0,-2.768168640E1,-1.290396118E1,-2.438562012E1
1.895232125E0,-2.748016357E1,-1.306341553E1,-2.454418945E1
1.905276125E0,-2.735615540E1,-1.309875488E1,-2.472198486E1
1.915320125E0,-2.717632294E1,-1.331311035E1,-2.479101562E1
1.925365125E0,-2.713523865E1,-1.337039185E1,-2.471716309E1
1.935409125E0,-2.706030273E1,-1.343646240E1,-2.461505127E1
1.945453125E0,-2.703313446E1,-1.347491455E1,-2.478485107E1
1.955498125E0,-2.708076477E1,-1.357458496E1,-2.471099854E1
1.965542125E0,-2.718093872E1,-1.358905029E1,-2.466381836E1
1.975586125E0,-2.723270416E1,-1.365020752E1,-2.453973389E1
1.985631125E0,-2.733550262E1,-1.368597412E1,-2.428918457E1
1.995675125E0,-2.727664185E1,-1.367453003E1,-2.430291748E1
2.005719125E0,-2.721998596E1,-1.365591431E1,-2.451031494E1
2.015764125E0,-2.714718628E1,-1.367523193E1,-2.462097168E1
2.025808125E0,-2.713801575E1,-1.365960693E1,-2.477709961E1
2.035853125E0,-2.714308929E1,-1.361630249E1,-2.497894287E1
2.045897125E0,-2.705449677E1,-1.344519043E1,-2.492321777E1
2.055941125E0,-2.694793701E1,-1.356640625E1,-2.520794678E1
2.065986125E0,-2.691859436E1,-1.360134888E1,-2.506365967E1
2.076030125E0,-2.688427734E1,-1.374154663E1,-2.513311768E1
2.086074125E0,-2.694950867E1,-1.367633057E1,-2.502038574E1
2.096119125E0,-2.695270538E1,-1.382327271E1,-2.523553467E1
2.106163125E0,-2.686441040E1,-1.367919922E1,-2.528961182E1
2.116207125E0,-2.684821320E1,-1.369259644E1,-2.486053467E1
2.126252125E0,-2.694628906E1,-1.371694946E1,-2.485723877E1
2.136296125E0,-2.689945984E1,-1.377529907E1,-2.503070068E1
2.146340125E0,-2.682247925E1,-1.383453369E1,-2.500958252E1
2.156385125E0,-2.675000763E1,-1.380432129E1,-2.502868652E1
2.166429125E0,-2.668327332E1,-1.389895630E1,-2.486804199E1
2.176473125E0,-2.679556274E1,-1.404263306E1,-2.499169922E1
2.186518125E0,-2.688152313E1,-1.414434814E1,-2.493304443E1
2.196562125E0,-2.686563110E1,-1.409643555E1,-2.471148682E1
2.206606125E0,-2.690124512E1,-1.405532837E1,-2.476251221E1
2.216651125E0,-2.692129517E1,-1.393246460E1,-2.478631592E1
2.226695125E0,-2.682280731E1,-1.381369019E1,-2.497344971E1
2.236739125E0,-2.688414764E1,-1.401419067E1,-2.515625000E1
2.246784125E0,-2.688414764E1,-1.401419067E1,-2.515625000E1
2.256828125E0,-2.676983643E1,-1.385614014E1,-2.521154785E1
2.266873250E0,-2.679016876E1,-1.383523560E1,-2.503283691E1
2.276917250E0,-2.675933075E1,-1.380197144E1,-2.517059326E1
2.286961250E0,-2.677365112E1,-1.376809692E1,-2.542840576E1
2.297006250E0,-2.674640656E1,-1.371255493E1,-2.540155029E1
2.307050250E0,-2.671067047E1,-1.363589478E1,-2.566656494E1
2.317094250E0,-2.671801758E1,-1.347937012E1,-2.569580078E1
2.327139250E0,-2.658699799E1,-1.357482910E1,-2.573480225E1
2.337183250E0,-2.667380524E1,-1.357089233E1,-2.559393311E1
2.347227250E0,-2.668888092E1,-1.340393066E1,-2.554156494E1
2.357272250E0,-2.670745850E1,-1.340591431E1,-2.543487549E1
2.367316250E0,-2.672348022E1,-1.336947632E1,-2.533264160E1
2.377360250E0,-2.676216888E1,-1.331375122E1,-2.533496094E1
2.387405250E0,-2.675421906E1,-1.335565186E1,-2.546514893E1
2.397449250E0,-2.666324615E1,-1.337365723E1,-2.572192383E1
2.407493250E0,-2.647780609E1,-1.328247070E1,-2.559020996E1
2.417538250E0,-2.626209259E1,-1.329904175E1,-2.578839111E1
2.427582250E0,-2.638204193E1,-1.332122803E1,-2.615161133E1
2.437626250E0,-2.626619720E1,-1.345794678E1,-2.618835449E1
2.447671250E0,-2.621228027E1,-1.341339111E1,-2.590545654E1
2.457715250E0,-2.619895935E1,-1.331854248E1,-2.607592773E1
2.467760250E0,-2.627236938E1,-1.327175903E1,-2.607843018E1
2.477804250E0,-2.619447327E1,-1.324896240E1,-2.595471191E1
2.487848250E0,-2.605307770E1,-1.334469604E1,-2.625366211E1
2.497893250E0,-2.611518097E1,-1.356909180E1,-2.647210693E1
2.507937250E0,-2.581600189E1,-1.356784058E1,-2.623779297E1
2.517981250E0,-2.566323090E1,-1.349548340E1,-2.622491455E1
2.528026250E0,-2.580573273E1,-1.343469238E1,-2.649224854E1
2.538070250E0,-2.558103180E1,-1.338153076E1,-2.668731689E1
2.548114250E0,-2.564336395E1,-1.351107788E1,-2.666546631E1
2.558159250E0,-2.561912537E1,-1.332446289E1,-2.654754639E1
2.568203250E0,-2.579924774E1,-1.335049438E1,-2.679187012E1
2.578247250E0,-2.591919708E1,-1.313012695E1,-2.670855713E1
2.588292250E0,-2.604153442E1,-1.309136963E1,-2.651330566E1
2.598336250E0,-2.609122467E1,-1.316134644E1,-2.647070312E1
2.608380250E0,-2.617465973E1,-1.291537476E1,-2.625213623E1
2.618425250E0,-2.630725098E1,-1.283529663E1,-2.612854004E1
2.628469250E0,-2.641586304E1,-1.283013916E1,-2.627984619E1
2.638514250E0,-2.644999695E1,-1.267135620E1,-2.641125488E1
2.648558250E0,-2.655623627E1,-1.271832275E1,-2.637359619E1
2.658602250E0,-2.653234863E1,-1.268768311E1,-2.632843018E1
2.668647250E0,-2.641651154E1,-1.267358398E1,-2.623388672E1
2.678691250E0,-2.640357208E1,-1.273068237E1,-2.641479492E1
2.688735250E0,-2.616049957E1,-1.265576172E1,-2.642962646E1
2.698780250E0,-2.617790222E1,-1.260754395E1,-2.648895264E1
2.708824250E0,-2.608356476E1,-1.265753174E1,-2.688238525E1
2.718868250E0,-2.595349884E1,-1.258587646E1,-2.700488281E1
2.728913250E0,-2.592487335E1,-1.258978271E1,-2.712921143E1
2.738957250E0,-2.591310883E1,-1.259912109E1,-2.711315918E1
2.749001250E0,-2.586618805E1,-1.266580200E1,-2.706396484E1
2.759046250E0,-2.583016968E1,-1.265548706E1,-2.702276611E1
