"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
6.895416707E-3,-8.103470524E-1,4.813689003E0,8.509279277E0
1.693941670E-2,-8.039760724E-1,4.797861175E0,8.518817255E0
2.698441671E-2,-8.014521217E-1,4.787924125E0,8.524644005E0
3.702841670E-2,-8.014157228E-1,4.782300857E0,8.527803841E0
4.707241670E-2,-8.019014803E-1,4.779279893E0,8.529451586E0
5.711741670E-2,-8.001232689E-1,4.778221547E0,8.530211139E0
6.716141669E-2,-7.944912308E-1,4.778194358E0,8.530752591E0
7.720541669E-2,-7.849176577E-1,4.777128118E0,8.532236030E0
8.725041669E-2,-7.718948121E-1,4.772843278E0,8.535821543E0
9.729441669E-2,-7.563003610E-1,4.764843118E0,8.541685131E0
1.073384167E-1,-7.391950625E-1,4.754459632E0,8.548964914E0
1.173834167E-1,-7.214677665E-1,4.742784789E0,8.556960397E0
1.274274167E-1,-7.041749916E-1,4.729917114E0,8.565519551E0
1.374714167E-1,-6.877218769E-1,4.715465136E0,8.574818963E0
1.475164167E-1,-6.723447961E-1,4.699817110E0,8.584624159E0
1.575604167E-1,-6.591020221E-1,4.683557172E0,8.594531681E0
1.676044167E-1,-6.476414794E-1,4.667896575E0,8.603917632E0
1.776494167E-1,-6.366797774E-1,4.653671468E0,8.612437609E0
1.876934167E-1,-6.255354229E-1,4.641523878E0,8.619806271E0
1.977374167E-1,-6.130105408E-1,4.631961342E0,8.625848199E0
2.077824167E-1,-5.985592569E-1,4.624617239E0,8.630801960E0
2.178264167E-1,-5.811920762E-1,4.618428253E0,8.635301392E0
2.278704167E-1,-5.607733434E-1,4.611726175E0,8.640232349E0
2.379154167E-1,-5.387699785E-1,4.603609362E0,8.645959112E0
2.479594167E-1,-5.190169877E-1,4.593793349E0,8.652386371E0
2.580044167E-1,-5.030460856E-1,4.583227138E0,8.658930575E0
2.680484167E-1,-4.920557687E-1,4.573004451E0,8.664964902E0
2.780924167E-1,-4.856608516E-1,4.564839984E0,8.669629226E0
2.881374167E-1,-4.824154642E-1,4.560056376E0,8.672327131E0
2.981814167E-1,-4.810945782E-1,4.559110005E0,8.672898404E0
3.082254167E-1,-4.793695034E-1,4.561373754E0,8.671803221E0
3.182704167E-1,-4.743057050E-1,4.564984995E0,8.670181203E0
3.283144167E-1,-4.652568464E-1,4.568364685E0,8.668891307E0
3.383584167E-1,-4.531549007E-1,4.570310639E0,8.668507145E0
3.484034167E-1,-4.398483921E-1,4.569641425E0,8.669545026E0
3.584474167E-1,-4.270746013E-1,4.565418566E0,8.672407823E0
3.684914167E-1,-4.156380688E-1,4.557835312E0,8.676951109E0
3.785364167E-1,-4.062673575E-1,4.548040933E0,8.682532861E0
3.885804167E-1,-3.983329417E-1,4.537558337E0,8.688383000E0
3.986244167E-1,-3.905862946E-1,4.526880152E0,8.694302722E0
4.086694167E-1,-3.826115695E-1,4.517031102E0,8.699778054E0
4.187134167E-1,-3.740996680E-1,4.509458665E0,8.704075758E0
4.287574167E-1,-3.645159354E-1,4.505440459E0,8.706562579E0
4.388024167E-1,-3.533558300E-1,4.505105998E0,8.707195832E0
4.488464167E-1,-3.404681647E-1,4.507465057E0,8.706488319E0
4.588904167E-1,-3.253795343E-1,4.510300957E0,8.705596619E0
4.689354167E-1,-3.081414310E-1,4.511339422E0,8.705686081E0
4.789794167E-1,-2.894875888E-1,4.509189401E0,8.707439661E0
4.890234167E-1,-2.696617453E-1,4.503138117E0,8.711207022E0
4.990684167E-1,-2.489909791E-1,4.493829935E0,8.716627391E0
5.091124167E-1,-2.284620445E-1,4.483018141E0,8.722754688E0
5.191564167E-1,-2.094532215E-1,4.471932112E0,8.728920577E0
5.292014167E-1,-1.922315817E-1,4.462043009E0,8.734376029E0
5.392454167E-1,-1.767585700E-1,4.454114477E0,8.738747993E0
5.492894167E-1,-1.629900400E-1,4.448261414E0,8.741996706E0
5.593344167E-1,-1.513912289E-1,4.444300510E0,8.744219232E0
5.693784167E-1,-1.409565254E-1,4.441809011E0,8.745659401E0
5.794224167E-1,-1.301551741E-1,4.439904573E0,8.746793761E0
5.894674167E-1,-1.180366917E-1,4.437793436E0,8.748037464E0
5.995114167E-1,-1.052007012E-1,4.435563016E0,8.749332038E0
6.095564167E-1,-9.350262450E-2,4.433156009E0,8.750685083E0
6.196004167E-1,-8.325195297E-2,4.430039151E0,8.752366742E0
6.296444167E-1,-7.344316192E-2,4.425829740E0,8.754583422E0
6.396894167E-1,-6.341367959E-2,4.420284826E0,8.757463176E0
6.497334167E-1,-5.215860715E-2,4.413707001E0,8.760854561E0
6.597774167E-1,-3.968128392E-2,4.406212040E0,8.764691504E0
6.698224167E-1,-2.609672188E-2,4.397949339E0,8.768891559E0
6.798664167E-1,-1.078275560E-2,4.389129984E0,8.773341874E0
6.899104167E-1,7.251904146E-3,4.379883197E0,8.777965268E0
6.999554167E-1,2.763829004E-2,4.370097882E0,8.782800331E0
7.099994167E-1,4.943453556E-2,4.359599206E0,8.787920737E0
7.200434167E-1,7.166618851E-2,4.348069374E0,8.793477931E0
7.300884167E-1,9.309149215E-2,4.335429740E0,8.799516351E0
7.401324167E-1,1.121245994E-1,4.321985822E0,8.805905018E0
7.501764167E-1,1.271206062E-1,4.308632535E0,8.812242815E0
7.602214167E-1,1.364394508E-1,4.296441383E0,8.818053778E0
7.702654167E-1,1.399214038E-1,4.286114323E0,8.823023912E0
7.803094167E-1,1.380081400E-1,4.278669063E0,8.826666727E0
7.903544167E-1,1.322087253E-1,4.274628637E0,8.828712668E0
8.003984167E-1,1.244925568E-1,4.273764711E0,8.829243595E0
8.104424167E-1,1.172970281E-1,4.274997597E0,8.828744828E0
8.204874167E-1,1.131377665E-1,4.276985358E0,8.827836170E0
8.305314167E-1,1.123939002E-1,4.278941836E0,8.826897692E0
8.405754167E-1,1.143919577E-1,4.280790141E0,8.825975586E0
8.506204167E-1,1.175613862E-1,4.282270948E0,8.825216033E0
8.606644167E-1,1.199932888E-1,4.283195978E0,8.824734222E0
8.707084167E-1,1.196581520E-1,4.283715503E0,8.824486885E0
8.807534167E-1,1.152005180E-1,4.283868408E0,8.824471682E0
8.907974167E-1,1.062697915E-1,4.283937989E0,8.824550035E0
9.008424167E-1,9.448699412E-2,4.283713749E0,8.824792694E0
9.108864167E-1,8.210119352E-2,4.283516405E0,8.825012550E0
9.209304167E-1,7.047727598E-2,4.283995000E0,8.824880403E0
9.309754167E-1,6.034686523E-2,4.285869032E0,8.824046005E0
9.410194167E-1,5.193454002E-2,4.289334092E0,8.822415801E0
9.510634167E-1,4.497556767E-2,4.293802535E0,8.820279813E0
9.611084167E-1,3.924660739E-2,4.297978908E0,8.818273049E0
9.711524167E-1,3.444509088E-2,4.300827087E0,8.816904216E0
9.811964167E-1,3.025880881E-2,4.301265044E0,8.816705995E0
9.912414167E-1,2.715298941E-2,4.298309568E0,8.818157274E0
1.001285417E0,2.580204049E-2,4.291529722E0,8.821462705E0
1.011329417E0,2.616391005E-2,4.281117293E0,8.826519962E0
1.021374417E0,2.849316439E-2,4.267200627E0,8.833248938E0
1.031418417E0,3.314131483E-2,4.249732363E0,8.841650217E0
1.041462417E0,4.034368666E-2,4.229751550E0,8.851196381E0
1.051507417E0,4.940042071E-2,4.208880790E0,8.861093963E0
1.061551417E0,5.967342130E-2,4.188108557E0,8.870867000E0
1.071595417E0,7.099467691E-2,4.168930274E0,8.879813240E0
1.081640417E0,8.228368146E-2,4.152867096E0,8.887239203E0
1.091684417E0,9.139480376E-2,4.140644953E0,8.892851361E0
1.101728417E0,9.566085007E-2,4.131995752E0,8.896828637E0
1.111773417E0,9.076706861E-2,4.125881026E0,8.899717162E0
1.121817417E0,7.305489766E-2,4.120989245E0,8.902146680E0
1.131861417E0,4.250109910E-2,4.116193944E0,8.904563334E0
1.141906417E0,4.071849375E-3,4.110223937E0,8.907420284E0
1.151950417E0,-3.549451078E-2,4.102150686E0,8.911071870E0
1.161994417E0,-7.119732404E-2,4.091585352E0,8.915714559E0
1.172039417E0,-9.830136130E-2,4.077728036E0,8.921803265E0
1.182083417E0,-1.136733075E-1,4.060238721E0,8.929593510E0
1.192127417E0,-1.189385151E-1,4.039770251E0,8.938803459E0
1.202172417E0,-1.205538724E-1,4.018302198E0,8.948453119E0
1.212216417E0,-1.248554771E-1,3.998384828E0,8.957311651E0
1.222260417E0,-1.347510490E-1,3.981989820E0,8.964468643E0
1.232305417E0,-1.502594455E-1,3.970563191E0,8.969289088E0
1.242349417E0,-1.706153025E-1,3.964944017E0,8.971410457E0
1.252394417E0,-1.946075612E-1,3.965578732E0,8.970641549E0
1.262438125E0,-2.226358423E-1,3.972999726E0,8.966705203E0
1.272482125E0,-2.559929468E-1,3.988521744E0,8.958920805E0
1.282527125E0,-2.935699137E-1,4.011860321E0,8.947339810E0
1.292571125E0,-3.330391676E-1,4.042020552E0,8.932371522E0
1.302615125E0,-3.722828650E-1,4.077653776E0,8.914608850E0
1.312660125E0,-4.087796868E-1,4.116909058E0,8.894945834E0
1.322704125E0,-4.395253700E-1,4.157227949E0,8.874703943E0
1.332748125E0,-4.623840363E-1,4.196180930E0,8.855188860E0
1.342793125E0,-4.761472125E-1,4.231684639E0,8.837546641E0
1.352837125E0,-4.797222732E-1,4.262124951E0,8.822712840E0
1.362881125E0,-4.734935268E-1,4.286797570E0,8.811087990E0
1.372926125E0,-4.590069769E-1,4.305362480E0,8.802798977E0
1.382970125E0,-4.385383965E-1,4.317782258E0,8.797757508E0
1.393014125E0,-4.158907416E-1,4.325410536E0,8.795109889E0
1.403059125E0,-3.937841368E-1,4.330810440E0,8.793470330E0
1.413103125E0,-3.730030958E-1,4.335975870E0,8.791830186E0
1.423147125E0,-3.531728852E-1,4.342161639E0,8.789595965E0
1.433192125E0,-3.351086068E-1,4.350143966E0,8.786356022E0
