"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
3.762625041E-3,4.690712438E-1,-4.151515681E-1,6.100893194E-1,-4.851931707E-1,1.240519483E2,-9.518822843E1,9.758359789E0,-1.026152369E2
1.380662504E-2,4.660101808E-1,-4.124097260E-1,6.128067164E-1,-4.870531329E-1,1.244487624E2,-9.531123259E1,9.753949480E0,-1.032272135E2
2.385062503E-2,4.627552310E-1,-4.094850719E-1,6.155637103E-1,-4.891429751E-1,1.248699181E2,-9.542573066E1,9.736492928E0,-1.038755249E2
3.389562503E-2,4.594209175E-1,-4.064824356E-1,6.182247043E-1,-4.914291809E-1,1.253005066E2,-9.552247053E1,9.702713452E0,-1.045366523E2
4.393962503E-2,4.561426170E-1,-4.035358862E-1,6.206239347E-1,-4.938811502E-1,1.257230473E2,-9.558994282E1,9.647639796E0,-1.051821915E2
5.398362502E-2,4.530921203E-1,-4.007817582E-1,6.225970816E-1,-4.964417319E-1,1.261155101E2,-9.561643618E1,9.570326881E0,-1.057802132E2
6.402862503E-2,4.504138027E-1,-3.983315933E-1,6.240278828E-1,-4.990477255E-1,1.264595276E2,-9.559447186E1,9.472174028E0,-1.063047711E2
7.407262502E-2,4.481691669E-1,-3.962637741E-1,6.248895435E-1,-5.016298733E-1,1.267474397E2,-9.552642193E1,9.355342526E0,-1.067424750E2
8.411662502E-2,4.462966773E-1,-3.946008807E-1,6.252597930E-1,-5.041425736E-1,1.269873406E2,-9.542489346E1,9.220393291E0,-1.070986592E2
9.416162502E-2,4.446568277E-1,-3.933277719E-1,6.253023824E-1,-5.065280009E-1,1.271972304E2,-9.531187329E1,9.069179026E0,-1.073905708E2
1.042056250E-1,4.430876110E-1,-3.923779400E-1,6.252400156E-1,-5.087119716E-1,1.273979011E2,-9.521349812E1,8.908531738E0,-1.076428106E2
1.142506250E-1,4.415309672E-1,-3.916565124E-1,6.252661888E-1,-5.105857283E-1,1.275967925E2,-9.514927601E1,8.754459852E0,-1.078716970E2
1.242946250E-1,4.399242002E-1,-3.910837578E-1,6.254902204E-1,-5.121348383E-1,1.278019102E2,-9.512776907E1,8.613095873E0,-1.080919268E2
1.343386250E-1,4.381668268E-1,-3.906104066E-1,6.259515176E-1,-5.134374472E-1,1.280260483E2,-9.515006187E1,8.478273132E0,-1.083186436E2
1.443836250E-1,4.362090583E-1,-3.901497310E-1,6.266525988E-1,-5.145981346E-1,1.282754938E2,-9.520860672E1,8.346685404E0,-1.085650939E2
1.544276250E-1,4.340491824E-1,-3.896390165E-1,6.275770267E-1,-5.156837715E-1,1.285503854E2,-9.529540025E1,8.217865783E0,-1.088372342E2
1.644716250E-1,4.318854133E-1,-3.890026939E-1,6.286205722E-1,-5.167088171E-1,1.288254543E2,-9.538869173E1,8.104666660E0,-1.091216808E2
1.745166250E-1,4.298537139E-1,-3.882553671E-1,6.296396619E-1,-5.177234288E-1,1.290834464E2,-9.546891537E1,8.006653442E0,-1.094027033E2
1.845606250E-1,4.279903833E-1,-3.874031578E-1,6.305516354E-1,-5.187943143E-1,1.293198155E2,-9.552449195E1,7.919113214E0,-1.096757498E2
1.946046250E-1,4.263199667E-1,-3.864581728E-1,6.313077183E-1,-5.199538268E-1,1.295315167E2,-9.554931506E1,7.839430160E0,-1.099371791E2
2.046496250E-1,4.247965162E-1,-3.853991700E-1,6.319401949E-1,-5.212169784E-1,1.297244315E2,-9.554620464E1,7.766646368E0,-1.101938607E2
2.146936251E-1,4.233329511E-1,-3.841768482E-1,6.325643687E-1,-5.225511527E-1,1.299096196E2,-9.552779853E1,7.704647754E0,-1.104598174E2
2.247376250E-1,4.217992746E-1,-3.827657085E-1,6.332968599E-1,-5.239379895E-1,1.301035291E2,-9.550910364E1,7.652080150E0,-1.107509733E2
2.347826250E-1,4.200955989E-1,-3.811639596E-1,6.342288953E-1,-5.253452043E-1,1.303187536E2,-9.550362270E1,7.607620224E0,-1.110776706E2
2.448266250E-1,4.181700359E-1,-3.793957097E-1,6.353936866E-1,-5.267520239E-1,1.305617840E2,-9.551868046E1,7.568434368E0,-1.114426880E2
2.548716250E-1,4.160340336E-1,-3.775131891E-1,6.367704451E-1,-5.281314903E-1,1.308310972E2,-9.555614142E1,7.532187719E0,-1.118395628E2
2.649156250E-1,4.137497745E-1,-3.755703880E-1,6.382936322E-1,-5.294707327E-1,1.311187831E2,-9.561132918E1,7.497367290E0,-1.122565271E2
