"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.498305798E-2,3.670588264E1,1.370963779E2,1.911314143E1,NaN,NaN,1.704258065E1,3.000000000E1
4.143106937E-2,3.670588219E1,1.370963775E2,1.911089457E1,NaN,NaN,1.704134291E1,3.000005152E1
6.024762988E0,3.670588247E1,1.370963778E2,1.911314143E1,NaN,NaN,1.540974920E1,3.000000000E1
1.202924705E1,3.670588258E1,1.370963779E2,1.911314143E1,NaN,NaN,1.501401880E1,3.000000000E1
