"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.613944054E-3,3.670588275E1,1.370963777E2,1.910949478E1,NaN,NaN,1.426828570E1,3.000000001E1
1.193499565E-2,3.670588275E1,1.370963777E2,2.076825784E1,NaN,NaN,2.489501400E1,3.068889899E1
1.242995262E-2,3.670588270E1,1.370963778E2,1.911314143E1,NaN,NaN,1.531884686E1,3.000000000E1
3.950500488E-2,3.670588279E1,1.370963776E2,1.910948313E1,NaN,NaN,1.531796211E1,3.000006500E1
6.022826910E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.484916022E1,3.000000000E1
1.202727902E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.451820641E1,3.000000000E1
