"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.552981377E-3,3.670625022E1,1.370963616E2,2.447750218E1,NaN,NaN,3.649501400E1,3.742119909E1
8.046030998E-3,3.670625021E1,1.370963617E2,2.080689014E1,NaN,NaN,1.752522428E1,3.000000000E1
3.484809399E-2,3.670625026E1,1.370963613E2,2.080348362E1,NaN,NaN,1.752396991E1,3.000005342E1
6.017367005E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.323272225E1,3.000000000E1
1.202373600E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.402094895E1,3.000000000E1
