"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.995009422E-3,3.670588269E1,1.370963779E2,2.043290700E1,NaN,NaN,4.269501400E1,3.698089211E1
9.367942810E-3,3.670588267E1,1.370963779E2,1.911314143E1,NaN,NaN,1.810673134E1,3.000000000E1
3.361892700E-2,3.670588279E1,1.370963776E2,1.910948313E1,NaN,NaN,1.810524698E1,3.000007358E1
6.017311931E0,3.670588271E1,1.370963778E2,1.911314143E1,NaN,NaN,1.574030588E1,3.000000000E1
1.202584398E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.532938087E1,3.000000000E1
