"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.838291646E-3,-1.982776794E0,-1.069840256E1,1.223405914E0
1.188229164E-2,-1.994602203E0,-1.048614395E1,8.822653198E-1
2.192729164E-2,-1.997895355E0,-1.034274216E1,4.070036316E-1
3.197129164E-2,-2.169738007E0,-1.028077103E1,4.400848389E-2
4.201529163E-2,-2.359243927E0,-1.022867935E1,-1.871109009E-1
5.206029164E-2,-2.432441711E0,-1.017119888E1,-3.302133179E-1
6.210429163E-2,-2.637215881E0,-1.007030869E1,-3.968247986E-1
7.214929163E-2,-2.782413940E0,-9.953850861E0,-5.516029358E-1
8.219329169E-2,-2.806663513E0,-9.877359924E0,-7.887098694E-1
9.223729168E-2,-2.721490631E0,-9.808353424E0,-9.098080444E-1
1.022822917E-1,-2.457589417E0,-9.677974548E0,-7.762857056E-1
1.123262917E-1,-2.099683685E0,-9.484277344E0,-5.450166321E-1
1.223712917E-1,-1.798210602E0,-9.359436951E0,-2.573149109E-1
1.324152917E-1,-1.516047363E0,-9.300609283E0,5.972579956E-2
1.424592917E-1,-1.295256500E0,-9.291627960E0,3.333567810E-1
1.525042917E-1,-1.119821320E0,-9.276808777E0,5.146298218E-1
1.625482917E-1,-1.027014313E0,-9.247170410E0,6.459068298E-1
1.725922917E-1,-9.800120544E-1,-9.189240875E0,7.140151978E-1
1.826372917E-1,-9.852511597E-1,-9.114546204E0,7.375163269E-1
1.926812917E-1,-1.007854156E0,-9.016799469E0,7.421566772E-1
2.027262917E-1,-1.098715210E0,-8.938811646E0,7.312294006E-1
2.127702917E-1,-1.247206421E0,-8.894653473E0,6.888674927E-1
2.228142917E-1,-1.339115295E0,-8.834328918E0,5.530998230E-1
2.328592917E-1,-1.423240356E0,-8.734037476E0,4.260140991E-1
2.429032917E-1,-1.443897400E0,-8.586743774E0,2.983296204E-1
2.529482917E-1,-1.408121796E0,-8.403973846E0,2.194436646E-1
2.629922917E-1,-1.372346191E0,-8.230035553E0,1.552272034E-1
2.730362916E-1,-1.422641602E0,-8.172555084E0,1.199006653E-1
2.830812917E-1,-1.451980591E0,-8.298443298E0,1.008901978E-1
2.931252916E-1,-1.437161407E0,-8.466094666E0,8.696914673E-2
3.031702916E-1,-1.429377594E0,-8.675958252E0,6.152206421E-2
3.132142916E-1,-1.342408447E0,-8.913514252E0,7.873626709E-2
3.232582916E-1,-1.284478912E0,-9.148076477E0,1.166075134E-1
3.333032916E-1,-1.245859222E0,-9.274264069E0,1.766326904E-1
3.433472916E-1,-1.162632294E0,-9.247769165E0,2.556683350E-1
3.533922916E-1,-1.075812836E0,-9.131610718E0,3.625460815E-1
3.634362916E-1,-1.152303772E0,-9.065298615E0,4.718188477E-1
3.734802917E-1,-1.335223389E0,-8.993148651E0,5.459147644E-1
3.835252916E-1,-1.531016235E0,-8.900191956E0,6.381230164E-1
3.935692917E-1,-1.733694763E0,-8.816066895E0,6.854246521E-1
4.036142917E-1,-1.917213135E0,-8.799750824E0,6.785389709E-1
4.136582917E-1,-2.040706329E0,-8.735833740E0,6.768923950E-1
4.237022917E-1,-2.120640106E0,-8.681047668E0,7.370672607E-1
4.337472917E-1,-2.167941742E0,-8.592132568E0,7.932005310E-1
4.437912917E-1,-2.207908630E0,-8.510701904E0,8.590635681E-1
4.538362917E-1,-2.336341553E0,-8.405919800E0,9.993218994E-1
4.638802917E-1,-2.423310699E0,-8.296347656E0,1.178050232E0
4.739242917E-1,-2.577340393E0,-8.227041779E0,1.510359192E0
4.839692917E-1,-2.696342926E0,-8.128845978E0,1.870659943E0
4.940132917E-1,-2.722538452E0,-8.039631500E0,2.307900696E0
5.040572917E-1,-2.700384521E0,-7.972870331E0,2.804418182E0
5.141022917E-1,-2.558778992E0,-7.912096710E0,3.108286285E0
5.241462917E-1,-2.396366730E0,-7.944279785E0,2.892435150E0
5.341912917E-1,-2.445464630E0,-8.589138794E0,1.823807373E0
5.442352917E-1,-2.499053192E0,-9.595496063E0,1.698966980E-1
5.542792917E-1,-2.194736023E0,-1.053284683E1,-1.093176727E0
5.643242917E-1,-1.923949127E0,-1.132874176E1,-1.638792114E0
5.743682917E-1,-2.090552673E0,-1.223106537E1,-1.737436981E0
5.844132917E-1,-2.516866150E0,-1.353081253E1,-1.904489594E0
5.944572916E-1,-2.897524567E0,-1.499536697E1,-2.195185089E0
6.045012916E-1,-3.281176758E0,-1.660437103E1,-2.705473938E0
6.145462916E-1,-3.626358948E0,-1.828313004E1,-3.226839752E0
6.245902916E-1,-3.644471283E0,-1.962553848E1,-3.663182373E0
6.346352916E-1,-3.233725433E0,-2.057426559E1,-4.114194489E0
6.446792916E-1,-1.843117218E0,-1.957868591E1,-4.530029755E0
6.547232916E-1,-4.587959290E-1,-1.785906189E1,-4.621788940E0
6.647682916E-1,6.646179199E-1,-1.578662155E1,-4.598437500E0
6.748122916E-1,1.401086426E0,-1.380100067E1,-4.483326874E0
6.848572916E-1,2.336191864E0,-1.209993805E1,-4.362079010E0
6.949012917E-1,3.534001007E0,-1.037073395E1,-4.063749390E0
7.049452917E-1,4.120331726E0,-9.202114105E0,-3.605103149E0
7.149902917E-1,4.321962433E0,-8.325836334E0,-3.396736450E0
