"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.188229164E-2,2.488103509E-1,1.118729591E0,-2.220202610E-2
2.192729164E-2,1.731209755E-1,1.238103271E0,-9.994824417E-3
3.197129164E-2,1.016148478E-1,1.271978617E0,5.913568195E-3
4.201529163E-2,4.565996677E-2,1.223948002E0,-3.764092922E-3
5.206029164E-2,2.288328111E-2,1.089247227E0,-3.206657246E-2
6.210429163E-2,2.096889913E-2,8.780369759E-1,-4.698692262E-2
7.214929163E-2,1.134742983E-2,6.190453172E-1,-5.097047985E-2
8.219329169E-2,-2.158213407E-2,3.312542737E-1,-3.009339795E-2
9.223729168E-2,-7.324133813E-2,6.833956391E-2,1.153633464E-2
1.022822917E-1,-1.245679557E-1,-1.473785639E-1,4.252004996E-2
1.123262917E-1,-1.648362875E-1,-3.247701228E-1,6.172010675E-2
1.223712917E-1,-1.755019724E-1,-4.637192786E-1,7.290597260E-2
1.324152917E-1,-1.634753942E-1,-5.645670891E-1,7.599151134E-2
1.424592917E-1,-1.439084560E-1,-6.192724109E-1,7.080580294E-2
1.525042917E-1,-1.305761337E-1,-6.206596494E-1,6.665633619E-2
1.625482917E-1,-1.291619390E-1,-5.769567490E-1,5.676758289E-2
1.725922917E-1,-1.378382444E-1,-5.091145635E-1,4.063868150E-2
1.826372917E-1,-1.505753249E-1,-4.288389385E-1,2.069352381E-2
1.926812917E-1,-1.621270627E-1,-3.615784049E-1,-1.125056110E-2
2.027262917E-1,-1.702735275E-1,-3.014324307E-1,-2.727836929E-2
2.127702917E-1,-1.899620146E-1,-2.231783569E-1,-3.412029520E-2
2.228142917E-1,-2.225748003E-1,-1.246377379E-1,-3.445766121E-2
2.328592917E-1,-2.702459395E-1,1.337073557E-2,-2.856541798E-2
2.429032917E-1,-3.212342858E-1,1.733257771E-1,-2.382765524E-2
2.529482917E-1,-3.592285514E-1,3.325982392E-1,-2.765674889E-2
2.629922917E-1,-3.710008860E-1,4.625867307E-1,-3.026222251E-2
2.730362916E-1,-3.532788754E-1,5.513075590E-1,-3.408306092E-2
