"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480282275459E9,"2026-06-03 18:51:22.275 UTC+09:00"
"PAUSE",1.258379370832699E1,1.780480294859014E9,"2026-06-03 18:51:34.859 UTC+09:00"
