"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779703699552552E9,"2026-05-25 19:08:19.553 UTC+09:00"
"PAUSE",1.720700583333382E1,1.779703716759270E9,"2026-05-25 19:08:36.759 UTC+09:00"
