"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.068991661E-3,3.670588272E1,1.370963778E2,2.085543584E1,NaN,NaN,4.309501400E1,3.557911964E1
1.734602451E-2,3.670588268E1,1.370963779E2,1.911314143E1,NaN,NaN,1.817980429E1,3.000000000E1
4.132199287E-2,3.670588279E1,1.370963775E2,1.910948313E1,NaN,NaN,1.817881280E1,3.000007746E1
6.020630002E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.568927341E1,3.000000000E1
1.202677393E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.487454146E1,3.000000000E1
