"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479876053294E9,"2026-06-03 18:44:36.053 UTC+09:00"
"PAUSE",2.008900783333229E1,1.780479896141921E9,"2026-06-03 18:44:56.142 UTC+09:00"
