"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479596033441E9,"2026-06-03 18:39:56.033 UTC+09:00"
"PAUSE",1.242177620832808E1,1.780479608454979E9,"2026-06-03 18:40:08.455 UTC+09:00"
