"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.450938225E-3,3.670625026E1,1.370963614E2,2.080348362E1,NaN,NaN,1.638788817E1,3.000011650E1
7.732987404E-3,3.670625026E1,1.370963614E2,2.289732344E1,NaN,NaN,2.879501400E1,3.163198489E1
9.245991707E-3,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.664797563E1,3.000000000E1
4.491293430E-2,3.670625027E1,1.370963613E2,2.080348362E1,NaN,NaN,1.669365548E1,3.000011573E1
6.027490020E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.319675745E1,3.000000000E1
