"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479416458430E9,"2026-06-03 18:36:56.458 UTC+09:00"
"PAUSE",1.479735437498312E1,1.780479431255503E9,"2026-06-03 18:37:11.256 UTC+09:00"
