"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479165880780E9,"2026-06-03 18:32:45.881 UTC+09:00"
"PAUSE",9.704464250011370E0,1.780479175585692E9,"2026-06-03 18:32:55.586 UTC+09:00"
