"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.079005241E-3,3.670588280E1,1.370963775E2,1.910948313E1,NaN,NaN,1.131794518E1,3.000005461E1
7.758021355E-3,3.670588280E1,1.370963775E2,2.086089951E1,NaN,NaN,2.139501400E1,3.015836746E1
9.161949158E-3,3.670588280E1,1.370963775E2,1.911314143E1,NaN,NaN,2.134683463E1,3.000000000E1
3.496801853E-2,3.670588280E1,1.370963775E2,1.910948313E1,NaN,NaN,2.134683463E1,3.000008416E1
6.016770005E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.545397019E1,3.000000000E1
