"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
3.881041659E-3,6.420202407E-1,1.395096919E-1,-9.951598098E-2,-7.472908562E-1,1.001147415E2,1.920471893E1,4.630302395E0,-9.788248203E1
1.392704167E-2,6.419291350E-1,1.390314424E-1,-9.958926250E-2,-7.474484696E-1,1.001283578E2,1.917317373E1,4.587368969E0,-9.791103909E1
2.397304168E-2,6.418706931E-1,1.385420411E-1,-9.965411860E-2,-7.475809214E-1,1.001370915E2,1.914023998E1,4.543310685E0,-9.793503160E1
3.401904163E-2,6.418513267E-1,1.380348182E-1,-9.970510179E-2,-7.476845816E-1,1.001399856E2,1.910495256E1,4.497828168E0,-9.795369900E1
4.406504164E-2,6.418709618E-1,1.374549237E-1,-9.974125984E-2,-7.477697235E-1,1.001370514E2,1.906294151E1,4.446444533E0,-9.796875150E1
5.411104165E-2,6.419649177E-1,1.367585208E-1,-9.973541196E-2,-7.478175496E-1,1.001230100E2,1.900861282E1,4.386699501E0,-9.797627081E1
6.415704166E-2,6.421434834E-1,1.359222312E-1,-9.964352261E-2,-7.478289819E-1,1.000963200E2,1.893635466E1,4.319740548E0,-9.797541449E1
7.420304167E-2,6.423796532E-1,1.349490710E-1,-9.944021675E-2,-7.478293402E-1,1.000610120E2,1.884403853E1,4.248420902E0,-9.797003353E1
8.424904168E-2,6.426605093E-1,1.338275986E-1,-9.927953980E-2,-7.478109747E-1,1.000190115E2,1.874415604E1,4.160430409E0,-9.796223618E1
9.429504164E-2,6.430540133E-1,1.325607065E-1,-9.953600337E-2,-7.476641983E-1,9.996014322E1,1.866995975E1,4.025918962E0,-9.794134485E1
1.043410416E-1,6.434740383E-1,1.311322945E-1,-1.001297813E-1,-7.474753909E-1,9.989727942E1,1.861276638E1,3.851715620E0,-9.792068521E1
1.143870417E-1,6.438619579E-1,1.296579635E-1,-1.007969159E-1,-7.473089109E-1,9.983919497E1,1.855826250E1,3.668892592E0,-9.790570326E1
1.244340417E-1,6.441918518E-1,1.282616331E-1,-1.014365839E-1,-7.471789616E-1,9.978977939E1,1.850717931E1,3.496039589E0,-9.789668532E1
1.344800417E-1,6.444928857E-1,1.270019653E-1,-1.019545094E-1,-7.470640482E-1,9.974467116E1,1.845598241E1,3.344494232E0,-9.788773802E1
1.445262500E-1,6.447880137E-1,1.256516500E-1,-1.024278330E-1,-7.469729109E-1,9.970043335E1,1.839387509E1,3.188911773E0,-9.788194080E1
1.545722500E-1,6.451169909E-1,1.241831847E-1,-1.027833476E-1,-7.468856880E-1,9.965110477E1,1.831251948E1,3.031600138E0,-9.787411338E1
1.646182500E-1,6.454946688E-1,1.227264605E-1,-1.030035464E-1,-7.467697421E-1,9.959445165E1,1.822048453E1,2.884360923E0,-9.785825158E1
1.746642500E-1,6.458737060E-1,1.213292082E-1,-1.032143860E-1,-7.466413944E-1,9.953757082E1,1.813225414E1,2.742759457E0,-9.784012633E1
1.847102500E-1,6.462203269E-1,1.200927402E-1,-1.034226395E-1,-7.465124197E-1,9.948553366E1,1.805610897E1,2.615533625E0,-9.782199226E1
1.947562500E-1,6.465201965E-1,1.191024763E-1,-1.035835799E-1,-7.463890612E-1,9.944049901E1,1.799468957E1,2.513559454E0,-9.780390088E1
2.048022500E-1,6.467639581E-1,1.183420793E-1,-1.036781199E-1,-7.462856486E-1,9.940387964E1,1.794503357E1,2.437148995E0,-9.778784746E1
2.148482500E-1,6.469148543E-1,1.177620662E-1,-1.036689622E-1,-7.462479588E-1,9.938120610E1,1.789996301E1,2.385879530E0,-9.778081958E1
2.248942500E-1,6.469838645E-1,1.173004239E-1,-1.035156188E-1,-7.462821241E-1,9.937083542E1,1.785120550E1,2.357386506E0,-9.778288341E1
2.349402500E-1,6.470210854E-1,1.169035382E-1,-1.032086732E-1,-7.463546536E-1,9.936524162E1,1.779396090E1,2.346724818E0,-9.778801001E1
2.449862500E-1,6.470842267E-1,1.164796041E-1,-1.027916090E-1,-7.464236848E-1,9.935575182E1,1.772511517E1,2.341563245E0,-9.778996520E1
2.550322500E-1,6.472014476E-1,1.159860092E-1,-1.022930039E-1,-7.464674649E-1,9.933813235E1,1.764396417E1,2.335518727E0,-9.778565971E1
