"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.023023605E-3,3.670588271E1,1.370963778E2,2.129429369E1,NaN,NaN,3.079501400E1,4.133460547E1
1.219904423E-2,3.670588268E1,1.370963779E2,1.911314143E1,NaN,NaN,1.721571020E1,3.000000000E1
4.248309135E-2,3.670588278E1,1.370963776E2,1.910948313E1,NaN,NaN,1.721455947E1,3.000007171E1
6.023259044E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.523372729E1,3.000000000E1
1.202736306E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.478224933E1,3.000000000E1
