"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.948166675E-3,-3.512828350E-1,-2.228195369E-1,-5.937013309E-3
1.399316668E-2,-2.392678708E-1,-1.502329558E-1,9.647538885E-3
2.403716667E-2,-1.367694587E-1,-1.086320728E-1,2.674202248E-2
3.408116667E-2,-6.375971437E-2,-1.043467820E-1,5.488976836E-2
4.412516666E-2,-3.494647890E-2,-1.261611581E-1,8.137144893E-2
5.417016667E-2,-5.195609108E-2,-1.571808606E-1,1.009568647E-1
6.421416666E-2,-9.957569838E-2,-2.015513480E-1,1.194236130E-1
7.425816666E-2,-1.664740294E-1,-2.299209386E-1,1.317953318E-1
8.430316666E-2,-2.420365065E-1,-2.494852841E-1,1.537197232E-1
9.434716665E-2,-3.013038039E-1,-2.282383144E-1,1.805025935E-1
1.043911666E-1,-3.298226595E-1,-1.974077374E-1,2.086011022E-1
1.144351666E-1,-3.330269754E-1,-2.006464005E-1,2.203544229E-1
1.244801666E-1,-3.045074642E-1,-2.180808336E-1,2.090074569E-1
1.345241666E-1,-2.614772022E-1,-2.344337106E-1,1.886657029E-1
1.445681666E-1,-2.193294615E-1,-2.616999447E-1,1.619320959E-1
1.546121667E-1,-1.807487905E-1,-2.948086262E-1,1.304804236E-1
1.646571667E-1,-1.417694539E-1,-2.986559570E-1,8.714099228E-2
1.747011667E-1,-1.123942584E-1,-2.889487445E-1,4.914833605E-2
1.847451667E-1,-9.038718790E-2,-2.842411399E-1,2.766743861E-2
1.947901667E-1,-8.632107824E-2,-2.868065536E-1,1.139685698E-2
2.048341667E-1,-1.051062718E-1,-2.881141901E-1,-4.995679017E-3
2.148781667E-1,-1.375797838E-1,-2.700675428E-1,-1.039683633E-2
2.249221667E-1,-1.753772199E-1,-2.535761297E-1,-7.468115538E-3
2.349671667E-1,-2.126012892E-1,-2.669875324E-1,-1.484267507E-2
2.450111667E-1,-2.507348955E-1,-3.175297379E-1,-4.360485077E-2
2.550551667E-1,-2.702156603E-1,-3.574603796E-1,-8.148937672E-2
2.651001667E-1,-2.581115365E-1,-3.235139251E-1,-1.155426502E-1
2.751441667E-1,-2.198152691E-1,-2.146644145E-1,-1.315439939E-1
2.851881667E-1,-1.699262112E-1,-7.879635692E-2,-1.339466125E-1
2.952321667E-1,-1.214249879E-1,5.143301561E-2,-1.223860979E-1
3.052771667E-1,-6.747673452E-2,1.617209166E-1,-1.001488566E-1
3.153211667E-1,-2.253855579E-2,1.978671998E-1,-6.825243682E-2
3.253651666E-1,1.602588221E-2,1.417568028E-1,-3.828148916E-2
3.354091666E-1,4.733464494E-2,1.655297913E-2,-8.570351638E-3
3.454541666E-1,7.129059732E-2,-1.291799247E-1,6.725958083E-3
3.554981666E-1,9.459778666E-2,-2.455518097E-1,9.634129703E-3
3.655421667E-1,1.083592698E-1,-3.212740123E-1,4.901624750E-3
3.755871666E-1,1.253417134E-1,-3.437756002E-1,-8.194469847E-3
3.856311667E-1,1.369090378E-1,-3.104407489E-1,-1.690582559E-2
3.956751667E-1,1.375037134E-1,-2.587279975E-1,-2.384123020E-2
4.057191667E-1,1.102242097E-1,-2.159729004E-1,-2.681061625E-2
4.157641667E-1,4.721488431E-2,-2.226007134E-1,-2.523935214E-2
4.258081667E-1,-3.385498375E-2,-2.349182814E-1,-2.692037635E-2
4.358521667E-1,-1.125788242E-1,-2.696445882E-1,-3.202592209E-2
4.458961667E-1,-1.763828993E-1,-3.270598948E-1,-4.543634877E-2
4.559411667E-1,-2.150320113E-1,-3.606815040E-1,-6.801702827E-2
4.659851667E-1,-2.327976972E-1,-3.709644675E-1,-8.972973377E-2
4.760291667E-1,-2.399123311E-1,-3.615640402E-1,-9.883667529E-2
4.860741667E-1,-2.210384309E-1,-2.924938798E-1,-9.585182369E-2
4.961181667E-1,-1.955160201E-1,-2.295287549E-1,-7.164022326E-2
5.061621667E-1,-1.747080982E-1,-1.660462767E-1,-4.550198466E-2
5.162061666E-1,-1.604458094E-1,-1.155066639E-1,-1.424446143E-2
5.262506250E-1,-1.611792743E-1,-8.068616688E-2,1.399631985E-2
5.362946250E-1,-1.693724841E-1,-5.411447585E-2,4.206204042E-2
5.463386250E-1,-1.670284420E-1,-5.590813234E-2,6.874493510E-2
5.563836250E-1,-1.553411484E-1,-8.024729788E-2,8.432069421E-2
5.664276250E-1,-1.311168820E-1,-1.058292538E-1,8.375173062E-2
5.764716250E-1,-9.356897324E-2,-1.266938001E-1,7.188521326E-2
5.865156250E-1,-5.814089626E-2,-1.441546530E-1,5.532967299E-2
5.965606250E-1,-3.337243199E-2,-1.494125426E-1,3.597861156E-2
6.066046250E-1,-2.360783890E-2,-1.271126121E-1,1.539466158E-2
6.166486250E-1,-3.373717144E-2,-9.654271603E-2,-2.947593108E-3
6.266926250E-1,-5.200356990E-2,-6.703957170E-2,-9.854495525E-3
6.367376250E-1,-7.693395764E-2,-3.705317527E-2,-8.539427072E-3
6.467816250E-1,-9.994144738E-2,-1.566103101E-2,-2.122019418E-3
6.568256250E-1,-1.134154424E-1,6.496735848E-3,7.594523486E-3
6.668706250E-1,-1.156897247E-1,2.890614420E-2,4.961268976E-3
6.769146250E-1,-1.080619022E-1,5.035310984E-2,-6.884737872E-3
