"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.743916655E-3,-2.026775619E-4,5.428436399E-2,1.437525637E-2
1.178891666E-2,-8.483873680E-3,7.032228261E-2,9.072856978E-3
2.183491667E-2,-3.475001082E-3,6.279353052E-2,5.534048192E-3
3.187991667E-2,1.118571311E-2,4.291647673E-2,-2.701708348E-3
4.192491667E-2,3.002997488E-2,1.284805872E-2,-1.661672443E-2
5.197091665E-2,4.180934653E-2,-5.161113106E-3,-2.672561072E-2
6.201591666E-2,4.684671760E-2,-9.177425876E-3,-4.330884665E-2
7.206091666E-2,4.769613966E-2,-4.788277205E-3,-5.901959911E-2
8.210691667E-2,3.989520669E-2,-3.556564916E-3,-6.119620055E-2
9.215191667E-2,2.648652345E-2,-7.860386744E-3,-5.918210745E-2
1.021979167E-1,1.076641586E-2,-8.682238869E-3,-5.921406671E-2
1.122429167E-1,-2.391104121E-3,-8.720904589E-3,-7.361391932E-2
1.222879167E-1,-8.838616312E-3,-9.257797152E-3,-8.779551834E-2
1.323339167E-1,-1.255929656E-2,-1.103889756E-2,-1.004383862E-1
1.423789167E-1,-1.800839044E-2,1.076813042E-2,-1.074233279E-1
1.524249167E-1,-1.877761818E-2,3.919743747E-2,-1.005365849E-1
1.624699167E-1,-6.309231278E-3,8.758654445E-2,-7.456597686E-2
1.725149167E-1,-7.197035104E-2,1.852444857E-1,-3.660631925E-2
1.825609167E-1,-1.091454178E-1,2.293477654E-1,-5.787405744E-2
1.926059167E-1,-1.459813118E-1,2.170985788E-1,-5.654362217E-2
2.026519167E-1,-1.512487680E-1,1.767825782E-1,-4.164856300E-2
2.126969167E-1,-1.278889626E-1,1.153650805E-1,-3.180278838E-2
2.227419167E-1,-8.597587049E-2,4.328982532E-2,-3.641884401E-2
2.327879167E-1,-4.244755954E-2,-3.441292420E-2,-3.620830551E-2
2.428329167E-1,-1.299220044E-2,-9.550716728E-2,-2.759031393E-2
2.528789167E-1,-2.429781947E-3,-1.261941642E-1,-1.999412104E-2
2.629239167E-1,-1.306058746E-2,-1.245235577E-1,-2.627385594E-2
2.729689167E-1,-3.475214168E-2,-8.379844576E-2,-4.257739335E-2
2.830149167E-1,-6.141704321E-2,-3.674065322E-2,-5.927461386E-2
2.930599167E-1,-8.507646620E-2,-4.603503272E-3,-7.209585607E-2
3.031059167E-1,-1.061098427E-1,1.476779766E-2,-8.238577843E-2
3.131509167E-1,-1.233048365E-1,1.321720146E-2,-8.190899342E-2
3.231959167E-1,-1.367149055E-1,1.363611594E-2,-7.155702263E-2
3.332419167E-1,-1.531740427E-1,2.161098644E-2,-6.308109313E-2
3.432869167E-1,-1.701327860E-1,5.160617083E-2,-5.777367949E-2
3.533329167E-1,-1.869862974E-1,8.337883651E-2,-4.957674816E-2
3.633779167E-1,-1.951036155E-1,1.024846211E-1,-3.056976758E-2
3.734229167E-1,-1.917842925E-1,9.840932488E-2,-8.912546560E-3
3.834689167E-1,-1.757659018E-1,8.779130131E-2,6.433653180E-3
3.935139167E-1,-1.423653215E-1,7.070000470E-2,1.439866982E-2
4.035599167E-1,-1.104295030E-1,4.756059870E-2,1.366576739E-2
4.136049167E-1,-8.258094639E-2,2.662201785E-2,8.036945015E-3
4.236499167E-1,-5.275247991E-2,8.432362229E-3,-3.199730534E-3
4.336959167E-1,-1.770197786E-2,-1.026495546E-2,-6.785479374E-3
4.437409167E-1,7.947192527E-3,-2.845621109E-2,-7.425006479E-4
4.537869167E-1,3.227548674E-2,-3.594861925E-2,9.033035487E-3
4.638319167E-1,5.147235096E-2,-3.194029629E-2,1.315108128E-2
4.738769167E-1,6.080084294E-2,-2.672295459E-2,1.792602614E-2
4.839229167E-1,5.191493779E-2,-2.223712578E-2,2.185285836E-2
4.939679167E-1,3.174303845E-2,-8.048728108E-3,2.533373609E-2
5.040129167E-1,9.455574676E-3,1.115399413E-2,2.828531899E-2
5.140589167E-1,-2.009285055E-2,2.105756663E-2,1.762601733E-2
5.241039167E-1,-3.164830804E-2,3.898383677E-2,-2.100550337E-3
5.341499167E-1,-3.652755544E-2,4.801921546E-2,-2.436608262E-2
5.441949167E-1,-2.992025204E-2,4.492009431E-2,-3.786325082E-2
5.542399167E-1,-1.511935610E-2,3.201097250E-2,-3.958322108E-2
