"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479516123377E9,"2026-06-03 18:38:36.123 UTC+09:00"
"PAUSE",1.262083900001016E1,1.780479528743977E9,"2026-06-03 18:38:48.744 UTC+09:00"
