"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.940960884E-3,3.670625022E1,1.370963616E2,2.252035234E1,NaN,NaN,3.379501400E1,3.364748485E1
8.372902870E-3,3.670625021E1,1.370963617E2,2.080689014E1,NaN,NaN,1.720090182E1,3.000000000E1
3.717994690E-2,3.670625026E1,1.370963614E2,2.080348362E1,NaN,NaN,1.719986563E1,3.000013529E1
6.011735916E0,3.670625023E1,1.370963615E2,2.080689014E1,NaN,NaN,1.458457020E1,3.000000000E1
1.201759100E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.457135260E1,3.000000000E1
