"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.134007454E-3,3.670588273E1,1.370963778E2,2.149820668E1,NaN,NaN,5.469501400E1,4.776232122E1
8.486986160E-3,3.670588267E1,1.370963779E2,1.911314143E1,NaN,NaN,1.877885262E1,3.000000000E1
3.435599804E-2,3.670588280E1,1.370963775E2,1.910948313E1,NaN,NaN,1.877719677E1,3.000007580E1
6.017579913E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.568467868E1,3.000000000E1
