"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480430283189E9,"2026-06-03 18:53:50.283 UTC+09:00"
"PAUSE",1.275789804165834E1,1.780480443040844E9,"2026-06-03 18:54:03.041 UTC+09:00"
