"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.442416677E-3,-2.139577484E1,3.051504517E1,-1.728546143E1
1.248641667E-2,-2.120175171E1,3.034167480E1,-1.759893799E1
2.253041667E-2,-2.105950165E1,3.028759766E1,-1.788494873E1
3.257541667E-2,-2.064453125E1,3.012081909E1,-1.876440430E1
4.261941666E-2,-2.064466095E1,3.012145996E1,-1.875872803E1
5.266441667E-2,-2.018374634E1,3.000204468E1,-1.930285645E1
6.270841666E-2,-1.991174316E1,3.005032349E1,-1.969165039E1
7.275341667E-2,-1.984298706E1,3.001553345E1,-2.003356934E1
8.279741666E-2,-1.986458588E1,2.991894531E1,-2.025848389E1
9.284241666E-2,-1.996701050E1,2.979547119E1,-2.061956787E1
1.028864167E-1,-2.019743347E1,2.970147705E1,-2.041516113E1
1.129314167E-1,-2.038783264E1,2.955691528E1,-2.024096680E1
1.229754167E-1,-2.063510895E1,2.947427368E1,-2.015496826E1
1.330204167E-1,-2.101300812E1,2.938687134E1,-1.972827148E1
1.430644167E-1,-2.149900818E1,2.926409912E1,-1.937078857E1
1.531084166E-1,-2.181824493E1,2.916860962E1,-1.896807861E1
1.631534167E-1,-2.232656097E1,2.927734375E1,-1.846618652E1
1.731974166E-1,-2.272176361E1,2.934347534E1,-1.801989746E1
1.832424166E-1,-2.301419067E1,2.940011597E1,-1.740411377E1
1.932864166E-1,-2.331263733E1,2.938558960E1,-1.695843506E1
2.033314166E-1,-2.340548706E1,2.940670776E1,-1.656890869E1
2.133754166E-1,-2.348883820E1,2.931936646E1,-1.622564697E1
2.234204166E-1,-2.357743073E1,2.932192993E1,-1.608404541E1
2.334644166E-1,-2.337912750E1,2.939801025E1,-1.578576660E1
2.435094166E-1,-2.326844788E1,2.954626465E1,-1.586895752E1
2.535534166E-1,-2.307833862E1,2.974136353E1,-1.598535156E1
2.635974167E-1,-2.283982849E1,2.981765747E1,-1.587927246E1
2.736424166E-1,-2.273777008E1,3.005505371E1,-1.610638428E1
2.836864167E-1,-2.251626587E1,3.019531250E1,-1.613726807E1
2.937314167E-1,-2.236111450E1,3.028829956E1,-1.623278809E1
3.037754167E-1,-2.213038635E1,3.033703613E1,-1.607470703E1
3.138204167E-1,-2.178377533E1,3.031890869E1,-1.617694092E1
3.238644167E-1,-2.159580994E1,3.046499634E1,-1.620111084E1
3.339094167E-1,-2.154840851E1,3.064691162E1,-1.604614258E1
3.439534167E-1,-2.152045441E1,3.081649780E1,-1.602484131E1
3.539984167E-1,-2.131517029E1,3.085092163E1,-1.586846924E1
3.640424167E-1,-2.130446625E1,3.081869507E1,-1.544671631E1
3.740874167E-1,-2.129445648E1,3.093182373E1,-1.549273682E1
3.841314167E-1,-2.125991821E1,3.098925781E1,-1.542590332E1
3.941754167E-1,-2.152871704E1,3.112997437E1,-1.506872559E1
4.042204167E-1,-2.165413666E1,3.105944824E1,-1.460302734E1
4.142644167E-1,-2.189391327E1,3.107745361E1,-1.417681885E1
4.243094167E-1,-2.202900696E1,3.105502319E1,-1.389691162E1
4.343534167E-1,-2.220467377E1,3.092996216E1,-1.369085693E1
4.443984167E-1,-2.249012756E1,3.114379883E1,-1.359509277E1
4.544424167E-1,-2.260694885E1,3.125637817E1,-1.324914551E1
4.644874167E-1,-2.261499786E1,3.118859863E1,-1.311468506E1
4.745314167E-1,-2.264661407E1,3.131369019E1,-1.318634033E1
4.845764167E-1,-2.266893768E1,3.126586914E1,-1.315905762E1
4.946204167E-1,-2.283252716E1,3.116839600E1,-1.297998047E1
5.046644167E-1,-2.281564331E1,3.101892090E1,-1.301043701E1
5.147094167E-1,-2.286814117E1,3.098889160E1,-1.289367676E1
5.247534167E-1,-2.288767242E1,3.098281860E1,-1.307568359E1
5.347984167E-1,-2.305679321E1,3.080886841E1,-1.291320801E1
5.448424167E-1,-2.327883911E1,3.075317383E1,-1.257519531E1
5.548874167E-1,-2.354523468E1,3.064746094E1,-1.230920410E1
5.649314167E-1,-2.374697113E1,3.041302490E1,-1.210675049E1
5.749764167E-1,-2.396423340E1,3.028070068E1,-1.174304199E1
5.850204166E-1,-2.433876801E1,3.012420654E1,-1.155126953E1
5.950654167E-1,-2.452993011E1,2.978204346E1,-1.116540527E1
6.051094166E-1,-2.479352570E1,2.968225098E1,-1.071844482E1
6.151534166E-1,-2.495955658E1,2.968820190E1,-1.046868896E1
6.251984166E-1,-2.497138214E1,2.954089355E1,-1.042681885E1
6.352424166E-1,-2.500125122E1,2.941351318E1,-1.006555176E1
6.452874166E-1,-2.503786469E1,2.938815308E1,-9.868835449E0
6.553314166E-1,-2.497921753E1,2.935440063E1,-9.937927246E0
