"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.915045738E-3,3.670588254E1,1.370963778E2,1.845857239E1,NaN,NaN,4.409501400E1,3.956866568E1
1.384305954E-2,3.670588265E1,1.370963779E2,1.911314143E1,NaN,NaN,1.829949709E1,3.000000000E1
3.675198555E-2,3.670588213E1,1.370963775E2,1.911089457E1,NaN,NaN,1.829829077E1,3.000004974E1
6.019595027E0,3.670588248E1,1.370963778E2,1.911314143E1,NaN,NaN,1.627077537E1,3.000000000E1
1.202568507E1,3.670588260E1,1.370963779E2,1.911314143E1,NaN,NaN,1.562348850E1,3.000000000E1
