"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.985068321E-3,3.670625025E1,1.370963614E2,2.080348362E1,NaN,NaN,1.406752866E1,3.000005297E1
7.654070854E-3,3.670625025E1,1.370963614E2,2.276489830E1,NaN,NaN,3.209501400E1,3.200138300E1
1.420700550E-2,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.703715561E1,3.000000000E1
3.782701492E-2,3.670625027E1,1.370963613E2,2.080348362E1,NaN,NaN,1.703600561E1,3.000004912E1
6.020612001E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.340340643E1,3.000000000E1
1.202375305E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.351850267E1,3.000000000E1
