"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.221983910E-3,3.670625023E1,1.370963616E2,2.248190235E1,NaN,NaN,3.399501400E1,3.450029804E1
9.913921356E-3,3.670625021E1,1.370963617E2,2.080689014E1,NaN,NaN,1.722273912E1,3.000000000E1
3.877496719E-2,3.670625026E1,1.370963613E2,2.080348362E1,NaN,NaN,1.722146171E1,3.000005031E1
6.021915913E0,3.670625023E1,1.370963615E2,2.080689014E1,NaN,NaN,1.436174405E1,3.000000000E1
1.202588999E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.460896334E1,3.000000000E1
