"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480035087907E9,"2026-06-03 18:47:15.088 UTC+09:00"
"PAUSE",1.303695562502253E1,1.780480048124616E9,"2026-06-03 18:47:28.125 UTC+09:00"
