"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480780936145E9,"2026-06-03 18:59:40.936 UTC+09:00"
"PAUSE",1.752214204164920E1,1.780480798457955E9,"2026-06-03 18:59:58.458 UTC+09:00"
