"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.139967918E-3,3.670588269E1,1.370963779E2,2.095956095E1,NaN,NaN,4.359501400E1,3.712046512E1
1.165199280E-2,3.670588267E1,1.370963779E2,1.911314143E1,NaN,NaN,1.840994818E1,3.000000000E1
4.175603390E-2,3.670588279E1,1.370963776E2,1.910948313E1,NaN,NaN,1.845716545E1,3.000013329E1
6.024966002E0,3.670588271E1,1.370963778E2,1.911314143E1,NaN,NaN,1.628008985E1,3.000000000E1
1.203291905E1,3.670588269E1,1.370963779E2,1.911314143E1,NaN,NaN,1.471852516E1,3.000000000E1
