"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.238799997E-2,-5.846899537E-1,4.405412725E0,8.745660571E0
2.243200003E-2,-5.733963856E-1,4.380500955E0,8.758911531E0
3.247700003E-2,-5.671021138E-1,4.362595027E0,8.768253043E0
4.252100002E-2,-5.635261029E-1,4.351329489E0,8.774079208E0
5.256600003E-2,-5.602045555E-1,4.344839079E0,8.777508016E0
6.261000002E-2,-5.542131694E-1,4.339742354E0,8.780409404E0
7.265400002E-2,-5.442710024E-1,4.332788553E0,8.784464448E0
8.269900002E-2,-5.302622066E-1,4.321451971E0,8.790902817E0
9.274300002E-2,-5.122785833E-1,4.305062518E0,8.800006347E0
1.027870000E-1,-4.905362235E-1,4.284511309E0,8.811267500E0
1.128320000E-1,-4.663455614E-1,4.262065895E0,8.823458360E0
1.228760000E-1,-4.415475564E-1,4.239701464E0,8.835500700E0
1.329200000E-1,-4.170916135E-1,4.218328722E0,8.846911542E0
1.429650000E-1,-3.941809435E-1,4.198536481E0,8.857370456E0
1.530090000E-1,-3.738839789E-1,4.180350179E0,8.866847624E0
1.630530000E-1,-3.574751934E-1,4.163496749E0,8.875449463E0
1.730980000E-1,-3.443260845E-1,4.147386793E0,8.883508680E0
1.831420000E-1,-3.328072158E-1,4.130841219E0,8.891652682E0
1.931870000E-1,-3.210140762E-1,4.113011304E0,8.900347492E0
2.032310000E-1,-3.067295111E-1,4.092861799E0,8.910134561E0
2.132750000E-1,-2.878806094E-1,4.069900953E0,8.921274092E0
2.233200000E-1,-2.626154302E-1,4.043821202E0,8.933904077E0
2.333640000E-1,-2.302271727E-1,4.015269832E0,8.947664915E0
2.434080000E-1,-1.929619172E-1,3.986021183E0,8.961612863E0
2.534530000E-1,-1.547450822E-1,3.957754865E0,8.974872009E0
2.634970000E-1,-1.192602033E-1,3.930907374E0,8.987204372E0
2.735410000E-1,-8.956694587E-2,3.904906268E0,8.998877168E0
2.835860000E-1,-6.587655423E-2,3.878418381E0,9.010528915E0
2.936300000E-1,-4.730892192E-2,3.850616917E0,9.022561315E0
3.036740000E-1,-3.208176052E-2,3.821468547E0,9.035012376E0
3.137190000E-1,-2.085974313E-2,3.792157917E0,9.047386839E0
3.237630000E-1,-1.489412478E-2,3.764852589E0,9.058794757E0
3.338070000E-1,-1.343202280E-2,3.741725390E0,9.068374250E0
3.438520000E-1,-1.618217845E-2,3.724502124E0,9.075456982E0
3.538960000E-1,-2.253485621E-2,3.713639166E0,9.079893849E0
3.639400000E-1,-3.075351067E-2,3.708755864E0,9.081865531E0
3.739850000E-1,-3.961670416E-2,3.708923387E0,9.081762620E0
3.840290000E-1,-4.686030800E-2,3.712041415E0,9.080454597E0
3.940740000E-1,-4.912599900E-2,3.715099508E0,9.079191599E0
4.041180000E-1,-4.474340124E-2,3.714736689E0,9.079362922E0
4.141622500E-1,-3.304686402E-2,3.708578694E0,9.081929850E0
4.242072500E-1,-1.341675494E-2,3.694685417E0,9.087640826E0
4.342512500E-1,1.271918782E-2,3.672758066E0,9.096526254E0
4.442952500E-1,4.172730690E-2,3.644175414E0,9.107927740E0
4.543402500E-1,7.024629726E-2,3.611584203E0,9.120724956E0
4.643842500E-1,9.433588014E-2,3.578340151E0,9.133601695E0
4.744282500E-1,1.096853877E-1,3.548274938E0,9.145152285E0
4.844732500E-1,1.146079667E-1,3.524183240E0,9.154403164E0
4.945172500E-1,1.097498806E-1,3.507384189E0,9.160912285E0
5.045612500E-1,9.765622155E-2,3.497831593E0,9.164700696E0
5.146062500E-1,8.156491248E-2,3.494255728E0,9.166222141E0
5.246502500E-1,6.450432692E-2,3.495112930E0,9.166030937E0
5.346942500E-1,4.865451242E-2,3.499512960E0,9.164449850E0
5.447392500E-1,3.659965052E-2,3.506549791E0,9.161815680E0
5.547832500E-1,2.956658756E-2,3.515220335E0,9.158517850E0
5.648272500E-1,2.764490242E-2,3.524176808E0,9.155081441E0
5.748722500E-1,3.056730882E-2,3.532564346E0,9.151839160E0
5.849162500E-1,3.758355191E-2,3.540175667E0,9.148871114E0
5.949612500E-1,4.862930544E-2,3.546916922E0,9.146207707E0
6.050052500E-1,6.334395154E-2,3.552489318E0,9.143954775E0
6.150492500E-1,7.998425477E-2,3.556382394E0,9.142310538E0
6.250942500E-1,9.679160108E-2,3.558635619E0,9.141271487E0
6.351382500E-1,1.125454070E-1,3.559526442E0,9.140744069E0
6.451822500E-1,1.246803529E-1,3.559499545E0,9.140597304E0
6.552272500E-1,1.317181805E-1,3.559069775E0,9.140665716E0
6.652712500E-1,1.340927804E-1,3.557867002E0,9.141099579E0
6.753152500E-1,1.333033332E-1,3.555245696E0,9.142131028E0
6.853602500E-1,1.309976482E-1,3.550454780E0,9.144026111E0
6.954042500E-1,1.279212544E-1,3.543894788E0,9.146614088E0
7.054482500E-1,1.244935892E-1,3.536621437E0,9.149475716E0
7.154932500E-1,1.202359574E-1,3.530138629E0,9.152036211E0
7.255372500E-1,1.133066780E-1,3.526074814E0,9.153690974E0
7.355812500E-1,1.030300137E-1,3.525566399E0,9.154008477E0
7.456262500E-1,9.089061845E-2,3.528558419E0,9.152984045E0
7.556702500E-1,7.836309596E-2,3.534766700E0,9.150704216E0
7.657142500E-1,6.595193306E-2,3.543494839E0,9.147425682E0
7.757592500E-1,5.434239145E-2,3.554056664E0,9.143403382E0
7.858032500E-1,4.284732736E-2,3.566003111E0,9.138812149E0
7.958482500E-1,3.007728246E-2,3.578808513E0,9.133856049E0
8.058922500E-1,1.524391390E-2,3.591477383E0,9.128918660E0
8.159362500E-1,-9.811615731E-4,3.603080013E0,9.124358416E0
8.259812500E-1,-1.492529318E-2,3.611766052E0,9.120911483E0
8.360252500E-1,-2.263201592E-2,3.616373365E0,9.119069610E0
8.460692500E-1,-2.319137747E-2,3.617025622E0,9.118809993E0
8.561142500E-1,-1.676421167E-2,3.614684982E0,9.119751395E0
8.661582500E-1,-5.420057705E-3,3.611109994E0,9.121181624E0
8.762022500E-1,7.998296085E-3,3.607778251E0,9.122497832E0
8.862472500E-1,2.092922449E-2,3.605548707E0,9.123359127E0
8.962912500E-1,3.214622836E-2,3.604985620E0,9.123548577E0
