"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480727725865E9,"2026-06-03 18:58:47.726 UTC+09:00"
"PAUSE",1.755650908331154E1,1.780480745282042E9,"2026-06-03 18:59:05.282 UTC+09:00"
