"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480881113243E9,"2026-06-03 19:01:21.113 UTC+09:00"
"PAUSE",1.293834187500761E1,1.780480894051340E9,"2026-06-03 19:01:34.051 UTC+09:00"
