"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
3.563750011E-3,4.760621267E-1,-4.114235108E-1,6.133572174E-1,-4.773767153E-1,1.231429449E2,-9.531676775E1,1.102190516E1,-1.022456585E2
1.360874996E-2,4.707130229E-1,-4.041758544E-1,6.168754678E-1,-4.842889614E-1,1.238388193E2,-9.512925275E1,1.090999992E1,-1.035549907E2
2.365275001E-2,4.653145194E-1,-3.966014546E-1,6.201027573E-1,-4.915915753E-1,1.245388418E2,-9.488434795E1,1.078672758E1,-1.048873249E2
3.369675000E-2,4.599823069E-1,-3.888259722E-1,6.228611632E-1,-4.992742332E-1,1.252280684E2,-9.456870701E1,1.064647857E1,-1.062165760E2
4.374175001E-2,4.547415359E-1,-3.809538260E-1,6.250707960E-1,-5.073172639E-1,1.259033891E2,-9.418031758E1,1.048408510E1,-1.075295091E2
5.378575000E-2,4.496271449E-1,-3.731126261E-1,6.266836189E-1,-5.156452678E-1,1.265604711E2,-9.372322092E1,1.029756568E1,-1.088104553E2
6.382975000E-2,4.447249212E-1,-3.654546069E-1,6.276739224E-1,-5.241069615E-1,1.271885187E2,-9.320613400E1,1.009087113E1,-1.100369062E2
7.387475000E-2,4.400735160E-1,-3.581594195E-1,6.280383135E-1,-5.325644800E-1,1.277828563E2,-9.264237892E1,9.862254388E0,-1.111896159E2
8.391875000E-2,4.356833106E-1,-3.514300429E-1,6.277928924E-1,-5.408816759E-1,1.283424361E2,-9.204906656E1,9.606094791E0,-1.122509122E2
9.396274999E-2,4.315681608E-1,-3.454799932E-1,6.269382491E-1,-5.489451424E-1,1.288657584E2,-9.144099674E1,9.313366867E0,-1.132022615E2
1.040077500E-1,4.277959493E-1,-3.405146413E-1,6.254891878E-1,-5.566000058E-1,1.293444667E2,-9.083381425E1,8.980747812E0,-1.140209714E2
1.140517500E-1,4.245108448E-1,-3.366696160E-1,6.235507383E-1,-5.635855193E-1,1.297605892E2,-9.025057451E1,8.622514203E0,-1.146836808E2
1.240957500E-1,4.218783053E-1,-3.339273523E-1,6.213396514E-1,-5.696037152E-1,1.300935407E2,-8.971866585E1,8.270512424E0,-1.151789793E2
1.341407500E-1,4.199093309E-1,-3.322248093E-1,6.190894101E-1,-5.744833509E-1,1.303422734E2,-8.926469662E1,7.944140834E0,-1.155144889E2
1.441847500E-1,4.185244645E-1,-3.315277110E-1,6.169903179E-1,-5.781432199E-1,1.305170685E2,-8.891167749E1,7.649349615E0,-1.157034141E2
1.542287500E-1,4.176324317E-1,-3.317817616E-1,6.151782669E-1,-5.805684708E-1,1.306295940E2,-8.867375422E1,7.388279198E0,-1.157608927E2
1.642737500E-1,4.171619201E-1,-3.329137628E-1,6.137181947E-1,-5.818027676E-1,1.306889263E2,-8.855406558E1,7.161088374E0,-1.157008025E2
1.743177500E-1,4.170028685E-1,-3.348289999E-1,6.126457259E-1,-5.819479951E-1,1.307089798E2,-8.855048424E1,6.963898153E0,-1.155423009E2
1.843617500E-1,4.170064562E-1,-3.374386168E-1,6.119816075E-1,-5.811362837E-1,1.307085274E2,-8.865965075E1,6.788514447E0,-1.153076550E2
1.944067500E-1,4.170710884E-1,-3.406627348E-1,6.117121522E-1,-5.794901331E-1,1.307003787E2,-8.887431673E1,6.628630389E0,-1.150132399E2
2.044507500E-1,4.171331338E-1,-3.443834481E-1,6.118150010E-1,-5.771328546E-1,1.306925558E2,-8.918316083E1,6.482896341E0,-1.146749201E2
2.144948750E-1,4.171591068E-1,-3.484547177E-1,6.122738432E-1,-5.741762426E-1,1.306892810E2,-8.957338030E1,6.354653155E0,-1.143081773E2
2.245398750E-1,4.171203159E-1,-3.527360789E-1,6.130516212E-1,-5.707499726E-1,1.306941720E2,-9.002939894E1,6.245243833E0,-1.139276454E2
2.345838750E-1,4.169782073E-1,-3.571134506E-1,6.140792456E-1,-5.670149083E-1,1.307120889E2,-9.053287006E1,6.150361367E0,-1.135467911E2
2.446278750E-1,4.166942113E-1,-3.614980926E-1,6.152788925E-1,-5.631313396E-1,1.307478911E2,-9.106587939E1,6.063147588E0,-1.131769226E2
2.546728750E-1,4.162789173E-1,-3.657435973E-1,6.166137990E-1,-5.592234628E-1,1.308002363E2,-9.161109818E1,5.986944500E0,-1.128303109E2
2.647168750E-1,4.157493474E-1,-3.696756560E-1,6.180866523E-1,-5.553929412E-1,1.308669693E2,-9.215388273E1,5.929677253E0,-1.125217603E2
2.747608750E-1,4.150882267E-1,-3.731251753E-1,6.197272921E-1,-5.517404162E-1,1.309502547E2,-9.268336278E1,5.897349763E0,-1.122695519E2
2.848058750E-1,4.142607523E-1,-3.759732908E-1,6.215412082E-1,-5.483782410E-1,1.310544577E2,-9.318914913E1,5.889434746E0,-1.120891739E2
2.948498750E-1,4.132102843E-1,-3.782309815E-1,6.234585842E-1,-5.454337778E-1,1.311866800E2,-9.366115914E1,5.891161476E0,-1.119856527E2
3.048938750E-1,4.119171031E-1,-3.799629641E-1,6.254015539E-1,-5.429782498E-1,1.313493575E2,-9.409294393E1,5.889136891E0,-1.119549938E2
3.149388750E-1,4.103944217E-1,-3.811955171E-1,6.273423215E-1,-5.410249962E-1,1.315407717E2,-9.448211855E1,5.879865125E0,-1.119936082E2
3.249828750E-1,4.087101915E-1,-3.819557198E-1,6.292839846E-1,-5.395067403E-1,1.317523265E2,-9.483108441E1,5.868991324E0,-1.120925079E2
3.350268750E-1,4.069774134E-1,-3.822928524E-1,6.312224447E-1,-5.383119983E-1,1.319697969E2,-9.514339262E1,5.865922057E0,-1.122361370E2
3.450718750E-1,4.052572635E-1,-3.822853398E-1,6.331445201E-1,-5.373570034E-1,1.321855008E2,-9.542393997E1,5.873094420E0,-1.124111458E2
3.551158750E-1,4.035563484E-1,-3.819975822E-1,6.350611691E-1,-5.365795152E-1,1.323986158E2,-9.567998801E1,5.890164225E0,-1.126108587E2
3.651598750E-1,4.018279694E-1,-3.814481558E-1,6.370107980E-1,-5.359560158E-1,1.326149930E2,-9.591886176E1,5.915328182E0,-1.128381854E2
