"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.572961807E-3,3.670588239E1,1.370963777E2,2.015098781E1,NaN,NaN,5.349501400E1,6.316388535E1
1.078295708E-2,3.670588263E1,1.370963779E2,1.911314143E1,NaN,NaN,1.872998469E1,3.000000000E1
1.958516955E0,3.670588208E1,1.370963774E2,1.911088929E1,NaN,NaN,1.883518765E1,3.004134356E1
6.024667025E0,3.670588240E1,1.370963777E2,1.911314143E1,NaN,NaN,1.486838725E1,3.000000000E1
1.202989101E1,3.670588254E1,1.370963778E2,1.911314143E1,NaN,NaN,1.452999892E1,3.000000000E1
