"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779699935074444E9,"2026-05-25 18:05:35.074 UTC+09:00"
"PAUSE",1.735596937499940E1,1.779699952430079E9,"2026-05-25 18:05:52.430 UTC+09:00"
