"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779704829614966E9,"2026-05-25 19:27:09.615 UTC+09:00"
"PAUSE",1.425650379166473E1,1.779704843871214E9,"2026-05-25 19:27:23.871 UTC+09:00"
