"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.144375012E-3,1.208308411E1,1.452563477E1,-4.598266602E1
1.118937501E-2,1.194217682E1,1.469403076E1,-4.607495117E1
2.123537500E-2,1.208140945E1,1.476495361E1,-4.601849365E1
3.128137501E-2,1.216193008E1,1.467272949E1,-4.611785889E1
4.132637501E-2,1.218775940E1,1.468701172E1,-4.612237549E1
5.137237502E-2,1.221935654E1,1.456295776E1,-4.587915039E1
6.141737499E-2,1.220197678E1,1.448367310E1,-4.608471680E1
7.146337500E-2,1.204454422E1,1.449435425E1,-4.603350830E1
8.150837501E-2,1.199357986E1,1.458071899E1,-4.584100342E1
9.155437502E-2,1.204219055E1,1.461968994E1,-4.582177734E1
1.016003750E-1,1.186065292E1,1.468984985E1,-4.589337158E1
1.116453750E-1,1.206202698E1,1.469046021E1,-4.597277832E1
1.216913750E-1,1.199151611E1,1.474688721E1,-4.599340820E1
1.317363750E-1,1.199151611E1,1.474688721E1,-4.599340820E1
1.417823750E-1,1.194215775E1,1.451223755E1,-4.589611816E1
1.518273750E-1,1.191995621E1,1.463070679E1,-4.585607910E1
1.618733750E-1,1.201362991E1,1.451452637E1,-4.585748291E1
1.719193750E-1,1.191792297E1,1.452630615E1,-4.573925781E1
1.819643750E-1,1.183593750E1,1.463214111E1,-4.575946045E1
1.920103750E-1,1.186513138E1,1.465606689E1,-4.587164307E1
2.020553750E-1,1.183792114E1,1.467968750E1,-4.598742676E1
2.121013750E-1,1.194455338E1,1.463342285E1,-4.593682861E1
2.221463750E-1,1.179169846E1,1.465176392E1,-4.594079590E1
2.321923750E-1,1.154358673E1,1.468392944E1,-4.575817871E1
2.422373750E-1,1.155563736E1,1.467788696E1,-4.582324219E1
2.522833750E-1,1.139321518E1,1.461822510E1,-4.585882568E1
2.623293750E-1,1.129500580E1,1.456472778E1,-4.587884521E1
2.723743750E-1,1.104120255E1,1.451773071E1,-4.599737549E1
2.824203750E-1,1.083201599E1,1.443487549E1,-4.577832031E1
2.924653750E-1,1.081801224E1,1.450338745E1,-4.589410400E1
3.025113750E-1,1.071316147E1,1.462219238E1,-4.610198975E1
3.125563750E-1,1.063565063E1,1.466650391E1,-4.575720215E1
3.226023750E-1,1.061890411E1,1.469964600E1,-4.569445801E1
3.326483750E-1,1.065287018E1,1.470874023E1,-4.573712158E1
3.426933750E-1,1.065587616E1,1.487188721E1,-4.582629395E1
3.527393750E-1,1.058008194E1,1.488137817E1,-4.583819580E1
3.627843750E-1,1.043126297E1,1.484466553E1,-4.574359131E1
3.728303750E-1,1.035180283E1,1.483343506E1,-4.555792236E1
3.828753750E-1,1.033612061E1,1.483355713E1,-4.571685791E1
3.929213750E-1,1.032248688E1,1.489660645E1,-4.561907959E1
4.029663750E-1,1.027146912E1,1.493530273E1,-4.560058594E1
4.130123750E-1,1.038176346E1,1.505041504E1,-4.582281494E1
4.230583750E-1,1.039827728E1,1.500897217E1,-4.580529785E1
4.331033750E-1,1.037529373E1,1.512286377E1,-4.596771240E1
4.431493750E-1,1.046599197E1,1.521405029E1,-4.577941895E1
4.531943750E-1,1.043301392E1,1.511398315E1,-4.558416748E1
4.632403750E-1,1.040930557E1,1.524911499E1,-4.556347656E1
4.732853750E-1,1.033426666E1,1.522259521E1,-4.555310059E1
4.833313750E-1,1.043965530E1,1.511264038E1,-4.534606934E1
4.933763750E-1,1.047615433E1,1.498809814E1,-4.556921387E1
5.034223750E-1,1.051791763E1,1.494912720E1,-4.522656250E1
5.134683750E-1,1.047724152E1,1.510110474E1,-4.561285400E1
5.235133750E-1,1.051453781E1,1.525167847E1,-4.542517090E1
5.335593750E-1,1.050300217E1,1.527947998E1,-4.559124756E1
5.436043750E-1,1.066897202E1,1.524835205E1,-4.555151367E1
5.536503750E-1,1.071479034E1,1.512762451E1,-4.517407227E1
5.636953750E-1,1.052507401E1,1.531622314E1,-4.547985840E1
5.737413750E-1,1.061784744E1,1.512710571E1,-4.551965332E1
5.837863750E-1,1.066481781E1,1.521209717E1,-4.559020996E1
5.938323750E-1,1.054376602E1,1.516879272E1,-4.545568848E1
