"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480522020919E9,"2026-06-03 18:55:22.021 UTC+09:00"
"PAUSE",1.352176050000708E1,1.780480535542424E9,"2026-06-03 18:55:35.542 UTC+09:00"
