"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780479776793176E9,"2026-06-03 18:42:56.793 UTC+09:00"
"PAUSE",1.397168979168055E1,1.780479790764601E9,"2026-06-03 18:43:10.765 UTC+09:00"
