"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
8.515833353E-3,6.942290240E-1,4.629049720E0,8.621255211E0
1.856183333E-2,6.716063659E-1,4.597110767E0,8.640117159E0
2.860683334E-2,6.461845726E-1,4.560816807E0,8.661264199E0
3.865216670E-2,6.225680340E-1,4.523503093E0,8.682535785E0
4.869816668E-2,6.044828884E-1,4.487933895E0,8.702249672E0
5.874316668E-2,5.923045269E-1,4.456006343E0,8.719477324E0
6.878916669E-2,5.823951409E-1,4.425873010E0,8.735477645E0
7.820716669E-2,5.707486202E-1,4.395247633E0,8.751693728E0
8.825216669E-2,5.498022857E-1,4.354662986E0,8.773296266E0
9.829816667E-2,5.152869392E-1,4.303010437E0,8.800834313E0
1.083431667E-1,4.656953511E-1,4.240790508E0,8.833737765E0
1.183891667E-1,4.027106789E-1,4.171522053E0,8.869741995E0
1.284341667E-1,3.321854010E-1,4.099741633E0,8.906058467E0
1.384801667E-1,2.620576240E-1,4.029286485E0,8.940485119E0
1.485261667E-1,1.997241856E-1,3.964548745E0,8.970984780E0
1.585711667E-1,1.502136819E-1,3.909931950E0,8.995886317E0
1.686171667E-1,1.170761312E-1,3.868362632E0,9.014331359E0
1.786621667E-1,1.009419639E-1,3.840464104E0,9.026446790E0
1.887081667E-1,1.019477307E-1,3.826194559E0,9.032493981E0
1.987531667E-1,1.183405733E-1,3.824789766E0,9.032888668E0
2.087991667E-1,1.446835315E-1,3.833814943E0,9.028678088E0
2.188441667E-1,1.745496747E-1,3.849384032E0,9.021522850E0
2.288901667E-1,2.043983584E-1,3.867018650E0,9.013350781E0
2.389351667E-1,2.298449476E-1,3.883051715E0,9.005841787E0
2.489811667E-1,2.485456040E-1,3.896511128E0,8.999529133E0
2.590271667E-1,2.607879743E-1,3.905898248E0,8.995112146E0
2.690721667E-1,2.674062549E-1,3.912304165E0,8.992133574E0
2.791181667E-1,2.696097964E-1,3.916517961E0,8.990233229E0
2.891631667E-1,2.693021781E-1,3.919560560E0,8.988916436E0
2.992091667E-1,2.690753792E-1,3.923189050E0,8.987340612E0
