"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.608937263E-3,3.670588269E1,1.370963779E2,2.095356669E1,NaN,NaN,4.559501400E1,4.134347263E1
9.345889091E-3,3.670588267E1,1.370963780E2,1.911314143E1,NaN,NaN,1.831010564E1,3.000000000E1
3.645491600E-2,3.670588279E1,1.370963776E2,1.910948313E1,NaN,NaN,1.830921414E1,3.000009826E1
6.014258981E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.509979245E1,3.000000000E1
