"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
4.473833309E-3,-6.396780834E-1,4.695240786E0,8.589622943E0
1.451783336E-2,-6.298535185E-1,4.687518953E0,8.594565010E0
2.456283337E-2,-6.188233309E-1,4.680440899E0,8.599222902E0
3.460683336E-2,-6.073519709E-1,4.673975340E0,8.603556274E0
4.465183336E-2,-5.972243010E-1,4.668388618E0,8.607297322E0
5.469583336E-2,-5.893395500E-1,4.662846627E0,8.610844243E0
6.473983335E-2,-5.834700418E-1,4.656429015E0,8.614716269E0
7.478483336E-2,-5.790812314E-1,4.649060647E0,8.618990584E0
8.482883335E-2,-5.751172577E-1,4.641192926E0,8.623495279E0
9.487383335E-2,-5.710296154E-1,4.633478986E0,8.627914020E0
1.049178333E-1,-5.651354759E-1,4.625598109E0,8.632529227E0
1.149618333E-1,-5.559534835E-1,4.616312438E0,8.638094022E0
1.250068333E-1,-5.426334166E-1,4.604319507E0,8.645339307E0
1.350508333E-1,-5.250994441E-1,4.589343033E0,8.654380272E0
1.450958333E-1,-5.043023599E-1,4.573125781E0,8.664195993E0
1.551398333E-1,-4.828152310E-1,4.557897000E0,8.673439856E0
1.651838333E-1,-4.618604912E-1,4.544292283E0,8.681716005E0
1.752288333E-1,-4.416645007E-1,4.531872505E0,8.689255405E0
1.852728333E-1,-4.220440224E-1,4.520331563E0,8.696239904E0
1.953178333E-1,-4.026179275E-1,4.509654547E0,8.702701662E0
2.053618333E-1,-3.833909668E-1,4.499225745E0,8.708965200E0
2.154058333E-1,-3.652643059E-1,4.488305778E0,8.715376672E0
2.254508333E-1,-3.489008729E-1,4.477103390E0,8.721806855E0
2.354948333E-1,-3.329728748E-1,4.466873101E0,8.727672781E0
2.455398333E-1,-3.162344890E-1,4.459082564E0,8.732278048E0
2.555838333E-1,-2.990899228E-1,4.455710182E0,8.734603486E0
2.656278333E-1,-2.811755890E-1,4.457734196E0,8.734165530E0
2.756728333E-1,-2.612271002E-1,4.464726588E0,8.731212686E0
2.857168333E-1,-2.386888612E-1,4.475569373E0,8.726305118E0
2.957608333E-1,-2.134257467E-1,4.488398749E0,8.720368440E0
3.058058333E-1,-1.860636280E-1,4.502315999E0,8.713818389E0
3.158498334E-1,-1.564892152E-1,4.516683777E0,8.706961359E0
3.258948333E-1,-1.252902632E-1,4.531043077E0,8.700003172E0
3.359388334E-1,-9.322702878E-2,4.544615342E0,8.693323898E0
3.459828334E-1,-6.034463141E-2,4.556906481E0,8.687177889E0
3.560278334E-1,-2.899640637E-2,4.568350067E0,8.681326581E0
3.660718334E-1,-3.898425470E-3,4.578756357E0,8.675890424E0
3.761168334E-1,9.696140788E-3,4.587991742E0,8.671005660E0
3.861608334E-1,7.823142854E-3,4.596069085E0,8.666729007E0
3.962048333E-1,-8.318785743E-3,4.604169526E0,8.662427795E0
4.062498334E-1,-3.454625228E-2,4.614725212E0,8.656744301E0
4.162938333E-1,-6.959882776E-2,4.628502421E0,8.649174496E0
4.263388333E-1,-1.101698112E-1,4.643403465E0,8.640762107E0
4.363828333E-1,-1.479470453E-1,4.655125086E0,8.633888120E0
4.464268333E-1,-1.755404123E-1,4.659734739E0,8.630883821E0
4.564718333E-1,-1.878978082E-1,4.654735369E0,8.633320940E0
4.665158333E-1,-1.827918002E-1,4.639487293E0,8.641634511E0
4.765598333E-1,-1.615180948E-1,4.615063765E0,8.655125207E0
4.866048333E-1,-1.306756128E-1,4.584396873E0,8.671927766E0
4.966488333E-1,-1.000299353E-1,4.551961783E0,8.689403924E0
5.066938333E-1,-7.835554940E-2,4.521946856E0,8.705283208E0
5.167378333E-1,-6.939092726E-2,4.496131984E0,8.718720109E0
5.267818333E-1,-7.099739495E-2,4.474008166E0,8.730080665E0
5.368268333E-1,-7.883180511E-2,4.453376266E0,8.740556536E0
5.468708333E-1,-8.812126748E-2,4.431554165E0,8.751552225E0
5.569158333E-1,-9.517010422E-2,4.407573271E0,8.763580533E0
5.669598333E-1,-9.733240457E-2,4.382856214E0,8.775944470E0
5.770038333E-1,-9.339600418E-2,4.360455238E0,8.787138965E0
5.870488333E-1,-8.390226385E-2,4.343251268E0,8.795750744E0
5.970928333E-1,-7.041599442E-2,4.333034136E0,8.800906234E0
6.071368334E-1,-5.438539589E-2,4.329517035E0,8.802751030E0
6.171818333E-1,-3.861340418E-2,4.331427906E0,8.801894413E0
6.272258334E-1,-2.521584113E-2,4.336963172E0,8.799216388E0
6.372708334E-1,-1.505850806E-2,4.344057014E0,8.795740219E0
6.473148334E-1,-7.364834779E-3,4.350261202E0,8.792682710E0
6.573588334E-1,-4.481142765E-4,4.352864675E0,8.791397492E0
6.674038334E-1,6.011201501E-3,4.350060058E0,8.792783282E0
6.774478334E-1,1.043207797E-2,4.341750580E0,8.796885104E0
6.874928334E-1,1.080395860E-2,4.329893596E0,8.802727057E0
6.975368334E-1,4.840929253E-3,4.316973881E0,8.809075963E0
7.075808333E-1,-7.482215349E-3,4.304271097E0,8.815287461E0
7.176258333E-1,-2.490362951E-2,4.291839624E0,8.821314771E0
7.276698333E-1,-4.497348004E-2,4.279209639E0,8.827368978E0
7.377148333E-1,-6.407158271E-2,4.265918917E0,8.833681632E0
7.477588333E-1,-7.978228829E-2,4.251922730E0,8.840298926E0
7.578028333E-1,-9.085396372E-2,4.237326910E0,8.847197471E0
7.678478333E-1,-9.746282489E-2,4.223651442E0,8.853663906E0
7.778918333E-1,-1.008834735E-1,4.214571593E0,8.857951670E0
7.879358333E-1,-1.023278454E-1,4.212600497E0,8.858873191E0
7.979808333E-1,-1.032086370E-1,4.217736106E0,8.856418530E0
8.080248333E-1,-1.039821414E-1,4.227992707E0,8.851517978E0
8.180698333E-1,-1.047818487E-1,4.241116198E0,8.845227544E0
8.281138333E-1,-1.041077013E-1,4.254082106E0,8.839007276E0
8.381578333E-1,-9.879745186E-2,4.262691839E0,8.834919487E0
8.482030833E-1,-8.676397341E-2,4.262750311E0,8.835017720E0
8.582470833E-1,-6.704083993E-2,4.250820237E0,8.840935103E0
8.682920833E-1,-3.861561973E-2,4.225629847E0,8.853172156E0
8.783360833E-1,-2.344488939E-3,4.188738302E0,8.870769936E0
8.883800833E-1,3.477022348E-2,4.145245250E0,8.891109475E0
8.984250833E-1,6.310809861E-2,4.102488363E0,8.910763137E0
9.084690833E-1,7.553951207E-2,4.067578731E0,8.926656454E0
