"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.191015244E-3,3.670588270E1,1.370963779E2,2.110529350E1,NaN,NaN,3.679501400E1,3.604891380E1
8.839011192E-3,3.670588267E1,1.370963779E2,1.911314143E1,NaN,NaN,1.771563740E1,3.000000000E1
4.152393341E-2,3.670588279E1,1.370963776E2,1.910948313E1,NaN,NaN,1.771476318E1,3.000007624E1
6.020861983E0,3.670588271E1,1.370963778E2,1.911314143E1,NaN,NaN,1.567169022E1,3.000000000E1
