"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.473833309E-3,-2.549558258E1,-1.586312866E1,-2.748321533E1
1.451783336E-2,-2.558081818E1,-1.575305176E1,-2.737762451E1
2.456283337E-2,-2.561548615E1,-1.571121216E1,-2.729138184E1
3.460683336E-2,-2.565683746E1,-1.563748169E1,-2.702905273E1
4.465183336E-2,-2.578036499E1,-1.572152710E1,-2.712347412E1
5.469583336E-2,-2.574946594E1,-1.564410400E1,-2.711907959E1
6.473983335E-2,-2.575033569E1,-1.573434448E1,-2.704779053E1
7.478483336E-2,-2.577472687E1,-1.568734741E1,-2.697369385E1
8.482883335E-2,-2.566812134E1,-1.566867065E1,-2.700183105E1
9.487383335E-2,-2.583145142E1,-1.569360352E1,-2.705670166E1
1.049178333E-1,-2.572138977E1,-1.546774292E1,-2.710791016E1
1.149618333E-1,-2.579803467E1,-1.569891357E1,-2.702172852E1
1.250068333E-1,-2.590009308E1,-1.554278564E1,-2.693829346E1
1.350508333E-1,-2.608563232E1,-1.547378540E1,-2.707354736E1
1.450958333E-1,-2.607569122E1,-1.547842407E1,-2.687139893E1
1.551398333E-1,-2.608840942E1,-1.539022827E1,-2.673931885E1
1.651838333E-1,-2.614442444E1,-1.537988281E1,-2.678863525E1
1.752288333E-1,-2.627330780E1,-1.528601074E1,-2.699078369E1
1.852728333E-1,-2.627372742E1,-1.528610229E1,-2.699401855E1
1.953178333E-1,-2.642822266E1,-1.520007324E1,-2.688641357E1
2.053618333E-1,-2.626660156E1,-1.529653931E1,-2.668835449E1
2.154058333E-1,-2.649180603E1,-1.515252686E1,-2.663714600E1
2.254508333E-1,-2.651499939E1,-1.522744751E1,-2.655578613E1
2.354948333E-1,-2.653996277E1,-1.505181885E1,-2.647009277E1
2.455398333E-1,-2.662008667E1,-1.506500244E1,-2.629663086E1
2.555838333E-1,-2.662066650E1,-1.510348511E1,-2.624871826E1
2.656278333E-1,-2.675762939E1,-1.500976562E1,-2.623596191E1
2.756728333E-1,-2.669513702E1,-1.509762573E1,-2.621539307E1
2.857168333E-1,-2.682468414E1,-1.522760010E1,-2.610614014E1
2.957608333E-1,-2.703448486E1,-1.516073608E1,-2.590679932E1
3.058058333E-1,-2.720101929E1,-1.523498535E1,-2.575250244E1
3.158498334E-1,-2.713850403E1,-1.542218018E1,-2.551794434E1
3.258948333E-1,-2.708891296E1,-1.567770386E1,-2.537609863E1
3.359388334E-1,-2.712404633E1,-1.572909546E1,-2.529553223E1
3.459828334E-1,-2.719784546E1,-1.598867798E1,-2.507885742E1
3.560278334E-1,-2.743312073E1,-1.596194458E1,-2.463067627E1
3.660718334E-1,-2.738941193E1,-1.608700562E1,-2.449530029E1
3.761168334E-1,-2.753894806E1,-1.618408203E1,-2.466601562E1
3.861608334E-1,-2.759696960E1,-1.619070435E1,-2.479235840E1
3.962048333E-1,-2.751898956E1,-1.615356445E1,-2.483447266E1
4.062498334E-1,-2.747336578E1,-1.628457642E1,-2.465124512E1
4.162938333E-1,-2.734188080E1,-1.626235962E1,-2.474084473E1
4.263388333E-1,-2.729314423E1,-1.645697021E1,-2.472448730E1
4.363828333E-1,-2.715651703E1,-1.639089966E1,-2.503527832E1
4.464268333E-1,-2.717279816E1,-1.648269653E1,-2.526684570E1
4.564718333E-1,-2.691905212E1,-1.655307007E1,-2.514324951E1
4.665158333E-1,-2.686145782E1,-1.640280151E1,-2.510064697E1
4.765598333E-1,-2.706089783E1,-1.620175171E1,-2.493249512E1
4.866048333E-1,-2.712555695E1,-1.637200928E1,-2.512414551E1
4.966488333E-1,-2.714746857E1,-1.642407227E1,-2.492138672E1
5.066938333E-1,-2.724590302E1,-1.646780396E1,-2.494689941E1
5.167378333E-1,-2.734284973E1,-1.635089111E1,-2.483880615E1
5.267818333E-1,-2.727848816E1,-1.628414917E1,-2.475970459E1
5.368268333E-1,-2.717263794E1,-1.620986938E1,-2.486315918E1
5.468708333E-1,-2.712178040E1,-1.619165039E1,-2.488806152E1
5.569158333E-1,-2.723441315E1,-1.604791260E1,-2.509753418E1
5.669598333E-1,-2.717014313E1,-1.609298706E1,-2.492669678E1
5.770038333E-1,-2.732277679E1,-1.600695801E1,-2.505487061E1
5.870488333E-1,-2.730648804E1,-1.587878418E1,-2.496191406E1
5.970928333E-1,-2.738318634E1,-1.588687134E1,-2.491662598E1
6.071368334E-1,-2.726667786E1,-1.598001099E1,-2.484954834E1
