"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480625848708E9,"2026-06-03 18:57:05.849 UTC+09:00"
"PAUSE",1.470468787499704E1,1.780480640553118E9,"2026-06-03 18:57:20.553 UTC+09:00"
