"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.069992065E-3,3.670625026E1,1.370963613E2,2.080348362E1,NaN,NaN,1.788166044E1,3.000005569E1
8.167028427E-3,3.670625026E1,1.370963613E2,2.254776925E1,NaN,NaN,2.379501400E1,3.431944707E1
8.809089661E-3,3.670625023E1,1.370963616E2,2.080689014E1,NaN,NaN,1.528742053E1,3.000000000E1
4.124999046E-2,3.670625027E1,1.370963613E2,2.080348362E1,NaN,NaN,1.528652716E1,3.000009471E1
6.021678090E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.352959973E1,3.000000000E1
1.202439606E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.441775777E1,3.000000000E1
