"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.690072060E-3,3.670625026E1,1.370963614E2,2.267024687E1,NaN,NaN,2.649501400E1,3.080877284E1
8.376002312E-3,3.670625023E1,1.370963616E2,2.080689014E1,NaN,NaN,1.593199427E1,3.000000000E1
3.519701958E-2,3.670625027E1,1.370963613E2,2.080348362E1,NaN,NaN,1.593098306E1,3.000007382E1
6.017107010E0,3.670625024E1,1.370963615E2,2.080689014E1,NaN,NaN,1.348069671E1,3.000000000E1
1.202386403E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.421647911E1,3.000000000E1
