"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.452333323E-3,1.282346901E-2,5.025566369E-2,-1.313819550E-2
1.149833333E-2,1.186825708E-2,4.168076068E-2,-1.268676296E-2
2.154433331E-2,9.903109632E-3,3.048216924E-2,-1.623595692E-2
3.159033332E-2,6.333800964E-3,2.309199609E-2,-2.910855226E-2
4.163633334E-2,5.678397138E-3,1.738058217E-2,-4.935417324E-2
5.168333332E-2,2.594257006E-3,2.993422560E-3,-6.632517278E-2
6.172933333E-2,-1.909680897E-3,-2.461237274E-2,-7.355245948E-2
7.177533332E-2,-4.982794169E-3,-6.317891926E-2,-6.954872608E-2
8.182133333E-2,-2.357378975E-2,-8.592550457E-2,-6.909066439E-2
9.186733334E-2,-3.824870661E-2,-1.019075662E-1,-8.186956495E-2
1.019133333E-1,-5.564021319E-2,-1.022015810E-1,-9.703200310E-2
1.119593333E-1,-7.939434052E-2,-7.906761020E-2,-1.055320799E-1
1.220053333E-1,-1.057393923E-1,-5.408635736E-2,-1.035293862E-1
1.320513333E-1,-1.232118830E-1,-3.777203709E-2,-9.708727151E-2
1.420983333E-1,-1.193284616E-1,-3.099136427E-2,-8.886183053E-2
1.521443333E-1,-1.152530015E-1,-5.959217623E-2,-9.730105102E-2
1.621903333E-1,-9.569368511E-2,-7.448430359E-2,-1.038582847E-1
1.722363333E-1,-7.358625531E-2,-5.573308468E-2,-1.050641239E-1
1.822823333E-1,-4.353221506E-2,-2.059587091E-2,-7.976196706E-2
1.923283333E-1,-2.459476702E-2,1.072083414E-2,-5.248966813E-2
2.023743333E-1,-7.504203822E-4,2.942314930E-2,-3.207920492E-2
2.124203333E-1,3.006635234E-2,3.638075292E-2,-2.565063909E-2
2.224663333E-1,6.296757609E-2,4.437423125E-2,-2.046786062E-2
2.325123333E-1,9.414939582E-2,6.513966620E-2,-1.186424121E-2
2.425593333E-1,1.177399457E-1,8.095750958E-2,-6.432724185E-3
2.526053333E-1,1.353480667E-1,7.476875186E-2,4.575703759E-3
2.626513333E-1,1.362713873E-1,5.665765330E-2,2.032483928E-2
2.726973333E-1,1.335989684E-1,3.338280693E-2,3.762533143E-2
2.827433333E-1,1.297610849E-1,1.083568484E-2,5.256113783E-2
2.927893333E-1,1.248256564E-1,2.035516081E-3,6.053933129E-2
3.028353333E-1,1.209619418E-1,1.075816713E-2,6.642439216E-2
3.128813333E-1,1.144207492E-1,2.871154435E-2,6.803962588E-2
3.229273333E-1,9.902368486E-2,3.177151456E-2,6.236069649E-2
3.329733333E-1,9.467955679E-2,2.859127894E-2,4.911877215E-2
3.430203333E-1,8.409801871E-2,2.293605544E-2,3.950369358E-2
3.530663333E-1,7.127932459E-2,1.193722710E-2,3.350592777E-2
3.631123333E-1,5.294879526E-2,1.740309969E-2,2.643630281E-2
3.731583333E-1,2.997998707E-2,2.901662141E-2,2.384003811E-2
3.832043333E-1,-2.565172035E-3,3.993904591E-2,2.456148714E-2
3.932503333E-1,-3.525774926E-2,3.555202484E-2,1.622855477E-2
4.032963333E-1,-5.591828376E-2,2.077787369E-2,-2.251385944E-3
4.133423333E-1,-6.543643028E-2,5.099482834E-3,-1.592002250E-2
4.233883333E-1,-7.084610313E-2,-8.295127191E-4,-2.209935524E-2
4.334353333E-1,-6.962719560E-2,9.516680613E-3,-2.138315327E-2
4.434813333E-1,-7.141097635E-2,2.301624417E-2,-1.112252660E-2
4.535273333E-1,-7.363516837E-2,3.159451112E-2,1.588026062E-4
4.635733333E-1,-7.610418648E-2,2.711507119E-2,5.013478920E-3
4.736193333E-1,-7.447014004E-2,1.795206964E-2,5.035099108E-3
4.836653333E-1,-7.461687922E-2,7.754027843E-3,6.323270034E-3
4.937113333E-1,-6.863763928E-2,4.978240468E-3,1.232464053E-2
5.037573333E-1,-6.752230972E-2,7.492531091E-3,2.144570090E-2
5.138033333E-1,-6.532687694E-2,7.551523857E-3,2.628178522E-2
5.238493333E-1,-6.541848928E-2,1.778711751E-2,2.642745897E-2
5.338963333E-1,-7.149524242E-2,2.345755138E-2,2.560590953E-2
5.439423333E-1,-7.181269675E-2,2.849785052E-2,2.588794008E-2
5.539883333E-1,-7.633632421E-2,4.430868104E-2,2.999505773E-2
5.640343333E-1,-6.837879866E-2,5.760797486E-2,3.530113772E-2
5.740803333E-1,-5.438954383E-2,7.047526538E-2,3.943943977E-2
5.841263333E-1,-4.236244038E-2,6.633591652E-2,5.031871796E-2
5.941723333E-1,-3.256221488E-2,6.088782847E-2,5.769995973E-2
6.042183333E-1,-2.400681004E-2,4.599596187E-2,5.678303540E-2
