"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.329966545E-3,3.670588270E1,1.370963778E2,2.104985003E1,NaN,NaN,3.179501400E1,3.742113960E1
6.273984909E-3,3.670588268E1,1.370963779E2,1.911314143E1,NaN,NaN,1.691263848E1,3.000000000E1
4.185593128E-2,3.670588278E1,1.370963776E2,1.910948313E1,NaN,NaN,1.691158769E1,3.000008944E1
6.021860957E0,3.670588272E1,1.370963778E2,1.911314143E1,NaN,NaN,1.455972173E1,3.000000000E1
