"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480076115949E9,"2026-06-03 18:47:56.116 UTC+09:00"
"PAUSE",1.187154824999743E1,1.780480087987272E9,"2026-06-03 18:48:07.987 UTC+09:00"
