"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480370148529E9,"2026-06-03 18:52:50.149 UTC+09:00"
"PAUSE",1.338622470834525E1,1.780480383534500E9,"2026-06-03 18:53:03.535 UTC+09:00"
