"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480112693740E9,"2026-06-03 18:48:32.694 UTC+09:00"
"PAUSE",1.510449949998292E1,1.780480127797953E9,"2026-06-03 18:48:47.798 UTC+09:00"
