"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.826089859E-3,3.670588278E1,1.370963776E2,1.910948313E1,NaN,NaN,1.589406574E1,3.000002879E1
8.430004120E-3,3.670588278E1,1.370963776E2,2.094144609E1,NaN,NaN,2.879501400E1,3.165157396E1
2.489602566E-2,3.670588270E1,1.370963779E2,1.911314143E1,NaN,NaN,1.661662260E1,3.000000000E1
4.944407940E-2,3.670588280E1,1.370963775E2,1.910948313E1,NaN,NaN,1.661560388E1,3.000007110E1
6.030512094E0,3.670588273E1,1.370963778E2,1.911314143E1,NaN,NaN,1.461353817E1,3.000000000E1
1.203661609E1,3.670588270E1,1.370963779E2,1.911314143E1,NaN,NaN,1.464365377E1,3.000000000E1
