"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.029833304E-3,-2.346257019E1,3.340728760E1,-5.927856445E0
1.407383330E-2,-2.337755585E1,3.346148682E1,-5.946228027E0
2.411883330E-2,-2.331059265E1,3.344842529E1,-6.016052246E0
3.416283330E-2,-2.332099915E1,3.335760498E1,-6.200073242E0
4.420783330E-2,-2.335748291E1,3.345254517E1,-6.345886230E0
5.425283330E-2,-2.334619904E1,3.334259033E1,-6.614135742E0
6.429683330E-2,-2.330004120E1,3.341720581E1,-6.705200195E0
7.434183330E-2,-2.330004120E1,3.341720581E1,-6.705200195E0
8.438583330E-2,-2.319937897E1,3.348059082E1,-6.850219727E0
9.443083330E-2,-2.316564941E1,3.336041260E1,-7.301391602E0
1.044748333E-1,-2.319741821E1,3.327111816E1,-7.222595215E0
1.145198333E-1,-2.324427795E1,3.315850830E1,-7.374816895E0
1.245648333E-1,-2.314382172E1,3.315625000E1,-7.637817383E0
1.346088333E-1,-2.301112366E1,3.309857178E1,-7.753601074E0
1.446538333E-1,-2.317860413E1,3.293676758E1,-7.969482422E0
1.546985000E-1,-2.313047791E1,3.280957031E1,-8.004150391E0
1.647435000E-1,-2.306079102E1,3.286691284E1,-8.086059570E0
1.747875000E-1,-2.314142609E1,3.294021606E1,-7.875854492E0
1.848325000E-1,-2.334694672E1,3.286169434E1,-7.871032715E0
1.948775000E-1,-2.337065125E1,3.286862183E1,-7.966369629E0
2.049215000E-1,-2.340774536E1,3.285552979E1,-8.020751953E0
2.149665000E-1,-2.346027374E1,3.284191895E1,-8.020385742E0
2.250105000E-1,-2.344588470E1,3.287078857E1,-7.877441406E0
2.350555000E-1,-2.357164001E1,3.277297974E1,-7.876037598E0
2.450995000E-1,-2.348707581E1,3.289309692E1,-7.666564941E0
2.551445000E-1,-2.350595093E1,3.289666748E1,-7.508483887E0
2.651895000E-1,-2.334965515E1,3.300277710E1,-7.548339844E0
2.752335000E-1,-2.340824890E1,3.281460571E1,-7.472656250E0
2.852785000E-1,-2.332692719E1,3.290365601E1,-7.477783203E0
2.953225000E-1,-2.324159241E1,3.297732544E1,-7.775817871E0
