"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.592988968E-3,3.670588218E1,1.370963775E2,1.911089457E1,NaN,NaN,1.728433189E1,3.000002163E1
6.826996803E-3,3.670588218E1,1.370963775E2,2.020537096E1,NaN,NaN,2.849501400E1,3.073490454E1
1.477599144E-2,3.670588252E1,1.370963778E2,1.911314143E1,NaN,NaN,1.667305238E1,3.000000000E1
3.831601143E-2,3.670588209E1,1.370963774E2,1.911089457E1,NaN,NaN,1.667237384E1,3.000006680E1
6.017863989E0,3.670588239E1,1.370963777E2,1.911314143E1,NaN,NaN,1.445982277E1,3.000000000E1
1.202100599E1,3.670588254E1,1.370963778E2,1.911314143E1,NaN,NaN,1.451799137E1,3.000000000E1
