"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.284952164E-3,3.670588269E1,1.370963776E2,1.910948313E1,NaN,NaN,1.631803587E1,3.000002013E1
6.559967995E-3,3.670588269E1,1.370963776E2,2.073406752E1,NaN,NaN,2.929501400E1,3.280974414E1
2.183699608E-2,3.670588267E1,1.370963778E2,1.911314143E1,NaN,NaN,1.661671141E1,3.000000000E1
4.138493538E-2,3.670588277E1,1.370963775E2,1.910948313E1,NaN,NaN,1.661593954E1,3.000005201E1
6.025154948E0,3.670588271E1,1.370963778E2,1.911314143E1,NaN,NaN,1.507357343E1,3.000000000E1
