"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.766008377E-3,3.670588277E1,1.370963776E2,1.910948313E1,NaN,NaN,1.647885393E1,3.000002687E1
8.099079132E-3,3.670588277E1,1.370963776E2,2.032192536E1,NaN,NaN,4.699501400E1,5.449329515E1
8.450984955E-3,3.670588268E1,1.370963779E2,1.911314143E1,NaN,NaN,1.839831744E1,3.000000000E1
3.644502163E-2,3.670588280E1,1.370963775E2,1.910948313E1,NaN,NaN,1.839692835E1,3.000010296E1
6.015792012E0,3.670588273E1,1.370963778E2,1.911314143E1,NaN,NaN,1.462129024E1,3.000000000E1
