"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780480844469159E9,"2026-06-03 19:00:44.469 UTC+09:00"
"PAUSE",1.142770404167823E1,1.780480855896646E9,"2026-06-03 19:00:55.897 UTC+09:00"
