"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.719039917E-3,3.670625022E1,1.370963616E2,2.253842895E1,NaN,NaN,3.329501400E1,3.651239976E1
1.156795025E-2,3.670625021E1,1.370963617E2,2.080689014E1,NaN,NaN,1.712709763E1,3.000000000E1
3.987598419E-2,3.670625026E1,1.370963614E2,2.080348362E1,NaN,NaN,1.712584139E1,3.000005888E1
6.022006989E0,3.670625023E1,1.370963616E2,2.080689014E1,NaN,NaN,1.494203711E1,3.000000000E1
1.202681899E1,3.670625022E1,1.370963616E2,2.080689014E1,NaN,NaN,1.464120914E1,3.000000000E1
